id,contact_country,sub_category,acronym,name,main_category,cost_min,cost_max,cost_absolute
d9b89959424c4adca4b4c493a5ab703d,21,22,Cepa,Centrale der Werkgevers aan de haven van Antwerpen,2,10000,24999,
d99cdd679dac4c5e81b658a0a75c340d,165,24,BONO,Norwegian Visual Artists Copyright Society (BONO),2,,9999,
d99b89c544034b098a9b2d046aa7818e,215,22,BEERG,Brussels European Employment Relations Group,2,,9999,
d98a0e480f3045fbbcc12aa29bb6da85,75,21,ALU,Alcatel-Lucent,2,100000,199999,
d97c82c08ab744dfba696615bdba6fe1,108,11,L.M.C.,Luca Muscelli Comunicazione,1,,,52000
d97a7cfa191c40568d05e31972749238,155,22,BureauLeiding,"BureauLeiding, informatiebureau kunststof leidingsystemen",2,,9999,
d96b4009e8ae484dbf4bcd54515e1cce,98,11,,Elliott Consultants Limited,1,,9999,
d969d6ba0b04431cbbbb7ef6e8a046c5,234,21,Coca-Cola (NYSE: KO),The Coca-Cola Company,2,,,635000
d959896775734c838979e887cb4248da,75,11,,ANCRE,1,100000,199999,
d95604e8612548a4acdd804e36777f7f,82,22,BHT,Bayerischer Handwerkstag e.V.,2,25000,49999,
d94c9f0194024f13aaecd40ce5166dcc,58,42,LINDAT,LINDAT/CLARIN,4,,9999,
d945d06c79f248e5b0a083b61efdc4c3,108,22,ASSINDATCOLF,Associazione sindacale nazionale dei datori di lavoro dei collaboratori familiari,2,,9999,
d93b9bc79a9142f6b673c57bd03ceed7,21,22,,spiritsEUROPE,2,,9999,
d93b9bc79a9142f6b673c57bd03ceed7,21,22,,spiritsEUROPE,2,500000,599999,
d92bb28477b3475889d4689fdbfae596,75,21,KEPLER CHEUVREUX,KEPLER CAPITAL MARKETS SA,2,,,0
d92875a08b9e4d5c9e7e415a3dba8f6d,21,22,EYE,Ernst & Young Europe,2,50000,99999,
d91ff8d9c1ba446995ac3d40db797c82,108,22,Assotrasporti,Assotrasporti,2,,9999,
d91519d634dc405898e705f5538abada,215,21,,STOXX Limited,2,,9999,
d9097cd718fe4fd78df4bee723726170,75,22,FNPHP,Fédération Nationale des Producteurs de l'Horticulture et des Pépinières,2,,9999,
d906c0f99b3d429d84ddeea54532c198,14,31,ÖFB,Österreichischer Falknerbund,3,,9999,
d8f9e78e8d3d4a0eb4ee8e6052ee5616,75,31,EAFJD,Fédération Euro-Arménienne pour la Justice et la Démocratie,3,100000,199999,
d8f8f620b70746d29e286a7cbfc55cf6,82,22,OSBA,OSB Alliance – Open Source Business Alliance e.V.,2,,,3000
d8f60ea2100a4bfca856c87baa2d21dd,21,22,FENA,The European Federation of Furniture Retailers,2,10000,24999,
d8e8a371579d429aa456f2061d9e1ec2,82,22,,Berlin Partner für Wirtschaft und Technologie GmbH,2,,9999,
d8e7d29d35e945eb857dba85e992b8f3,74,21,OP Cooperative,"OP Cooperative, Financial Group",2,200000,299999,
d8dae0c67e514973aefd27d711b2499b,111,21,Hibru,"Hitachi Corporate Office, Europe",2,1000000,1249999,
d8da5bda9cf54fab9e65c6a12f596323,108,22,,Uiltrasporti Trenord ro exLeNord,2,,9999,
d8cdd23f122f43e6ac69ffa37006c076,177,42,FCT/UNL,Faculdade de Ciências e Tecnologia da Universidade Nova de Lisboa,4,,9999,
d8c7fa21e6ca4843bbb32db54d64a3d0,21,31,EFLA-AEDA,European Food Law Association,3,,9999,
d8c1afa5eb07452892a08755e345baee,75,13,,TMJ Conseil,1,,9999,
d891d10886654bae9f69023327dcf84a,233,51,BKWSU UK,Brahma Kumaris World Spiritual University UK,5,,9999,
d88ec55458a84d1d86c66295087533c9,209,11,LLORENTE & CUENCA,LLORENTE & CUENCA,1,,9999,
d88c6409a7d04cdabb1cde7282d327c8,21,13,,Maria Almeida Aranha,1,,9999,
d889c71a4f1e4c809b4ce87848543d2a,82,31,Aktion-FsA,Aktion Freiheit statt Angst e.V.,3,,9999,
d87feb67c4fc4c86bcc2003254b4b422,209,21,Sea Teach,Sea Teach S.L.,2,,9999,
d86064ca875a4894adf4bd0ec549c208,209,22,FECOAV,FEDERACIÓ COOPERATIVES AGROALIMENTARIES DE LA COMUNITAT VALENCIANA,2,,9999,
d85bf933dee14a248d192b4d2d44fba0,82,22,ver.di,Vereinte Dienstleistungsgewerkschaft,2,,9999,
d855990a23714649992812acc7c8ec91,157,21,Fonterra,Fonterra Co-operative Group Limited,2,50000,99999,
d8538e5e54c04dcc997102295e056623,21,22,EUPLAT,EUPLAT - European Association of Public e-Tendering Platform Providers,2,,,15000
d844aecc4b144655a0b54cb6d02308e2,234,21,,Dell Inc,2,300000,399999,
d842822a45944286b394f751cf69dbd1,176,62,TVP,Telewizja Polska S.A.,6,,,337300000
d83e3fb0d3784f1bacf47c719c579b3c,21,31,FRW,Fondation Rurale de wallonie,3,,9999,
d8376faf4ff44e9c97d56779a2e284a1,214,22,Svebio,Swedish Bioenergy Association,2,,,1900000
d8125dfbb5a748159dd53aa30798036b,108,21,,Sky Italia,2,200000,299999,
d80eb52d016f42de8f5ffcdad13d324b,177,21,DAPT,Daikin Portugal Sa,2,,9999,
d806c13616674e5fad828dfa6439345e,155,31,EBLIDA,"European Bureau of Library, Information and Documentation Associations",3,,9999,
d8055ec26e4f4a6fb45f9074c488329f,209,22,FREMSS,FUNDACIÓN RENDEMENTO ECONÓMICO MÍNIMO SOSTIBLE E SOCIAL,2,,,6000
d80120e9fdb54ab083b9f35d6a66b349,74,61,,Tampereen ja Pirkanmaan EU-toimisto/Tampere Region EU Office,6,25000,49999,
d7f8a7f0b0934b01bc8cf738d2004ba5,37,31,NCPO-C,National Cleaner Production Office-Cambodia,3,25000,49999,
d7e73c3678554a548ee63d063388580d,214,22,SAMI,"Svenska Artisters och Musikers Intresseorganisation, SAMI ek. för.",2,,,22600
d7ddb08d92e64fd483525d7c7bcfcdfc,14,51,,Israelitische Kultusgemeinde Wien,5,,9999,
d7d91991fdd74bb19d910f746a0ee232,75,42,FX,Fondation de l'Ecole Polytechnique,4,,9999,
d7d1cc9edc9c4fd9b428f78de941b94f,39,41,IISD,International Institute for Sustainable Development,4,,9999,
d7cb7224e9e846b4844b4c93f344a68f,105,22,,Irish Tax Institute,2,,9999,
d7cb70f17b614dc3bd9e626d2b94a63c,21,31,ECRE,European Council on Refugees and Exiles,3,600000,699999,
d7b8e4853f5441b58fe1d31662375784,74,21,,Forchem Oy,2,200000,299999,
d7af5c5c24c7427ab4e1a9918644d220,75,22,AIMCC,Association Française des Industries des produits de construction,2,100000,199999,
d7a26a211a934cbf963f5b9603194ab0,234,31,IAF,Israel Allies Foundation,3,,9999,
d79c6432e9e647efab03330ff34a3f27,108,31,Legambiente,Legambiente Onlus,3,,9999,
d7892f31891d46b6b2c293c7f07707f7,155,11,,Edgar BV,1,,9999,
d787e4853fb9421b887bacbf7c4f52f1,21,,,Canfor Pulp and Paper,,,,
d77e3d8e80f44d2bbcb5a6abd7923e68,209,31,EAA,European Acoustics Association,3,,9999,
d77b8c4f5c9f4a38a3aec0b79d66bfa9,108,31,EAJ,European Association of Judges,3,,9999,
d7782be647bd4d34ba57465f6bed422e,75,31,FRC,Fonds Roberto Cimetta,3,,9999,
d76ea6c1204f43e9835387fff02ed886,82,31,EUNET,European Network for Education and Training - EUNET e.V.,3,,9999,
d76b6e4a45c648bba556b17ce068ffab,21,22,WEI,European Institute for Wood Preservation,2,,9999,
d75d0320eabf4d309baf9a785f4358ff,21,61,ITC,ITC-Europa,6,,,14000
d74315915c624b47aa5b552ce145bcd3,21,22,,EU ProSun,2,,,300000
d73cfe11b02944719802295045c9a6e3,108,12,NCTM,NCTM Studio Legale Associato,1,25000,49999,
d73caae712004463afc67d133b17d7e9,74,22,SLL,Suomen Lääkäriliitto,2,,9999,
d73bf2c77d6b4fa48cd6081b004473db,59,22,,FSR - danske revisorer,2,10000,24999,
d73594c9f39b49d4a8cd1c74bde930de,234,21,,Perry Corp.,2,25000,49999,
d73419dcc48b40d3b4c100f6a575db6c,82,31,,Testbiotech,3,25000,49999,
d719697c0a8a4edf9746e2b6e6065776,21,31,,LS BAMBINS FUTES,3,,,626519
d718676e6da24ff5b753faa5bea8f1ed,234,31,,Ford Foundation,3,,,610836000
d7181863bb9a4da984bf9bc81c0f15c8,209,31,MICOF,MUY ILUSTRE COLEGIO OFICIAL DE FARMACEUTICOS DE VALENCIA,3,,9999,
d70f808e1054474e84cf39c947bd5fed,234,21,STT,State Street Corporation,2,600000,699999,
d70e700071ee41688c84f64033e35869,21,31,,FEBEM FEGE,3,,9999,
d701df45e06d48a2b765ff68ee64b581,21,31,CFFA - CAPE,Coalition for Fair Fisheries Arrangements - Coalition pour des Accords de Pêche Equitables,3,10000,24999,
d6fb20fd4d844b308711efc841f5d43a,21,,,Groupon Sprl.,,,,
d6f951aa3bdb4efeb51ff429c076d9f6,233,21,HAL,Heathrow Airport Holdings Limited,2,100000,199999,
d6f27c43dfd549b581b6d390e8dbf17a,233,11,,Low Associates Brussels,1,25000,49999,
d6d8bb850f644b50bb900c67cb10a36b,21,31,g4g,greenlight for girls,3,10000,24999,
d6cfd4939af841b9beaac2d0d74e082b,75,21,CDC,CAISSE DES DEPOTS,2,,9999,
d6c9e0ea4f414558b69a9f01ce953e16,177,31,FEG,European Federation of Tourist Guide Associations,3,,9999,
d6c57843185d41d18f4ef1b169b0316a,21,22,FEAP,Federation of European Aquaculture Producers,2,25000,49999,
d6c4477e2e0f4a9cb650e8b4fc212982,108,21,,Synecom s.r.l.,2,,,0
d6be0e5476914b00a8472777ba8d3e71,21,11,BBM&Associates,BBM&Associates,1,25000,49999,
d6b848066e1a40aa839de253315e7023,82,22,IG BAU,Industriegewerkschaft Bauen-Agrar-Umwelt,2,10000,24999,
d6b7184e55a443e2a784448f8c2fc26c,176,21,PAKZ,Pomorska Akademia Kształcenia Zawodowego w Słupsku Sp. z o.o.,2,,9999,
d6b708c2307f46baac729c031580b650,233,21,,Raeburn Brick Ltd,2,10000,24999,
d6b4800b2ba340dfa7807827d05419f1,21,22,EPSU,European Federation of Public Service Unions,2,,9999,
d6b1447e6d184092967e74f8ae60d77f,233,31,BC,British Council,3,,9999,
d6aa608ec5ab49e782ae6fbc3fe09b5e,234,21,Citi,Citigroup Inc.,2,1000000,1249999,
d69ae75d37b64442b6247e93868f9de8,108,22,APIS,ASSOCIAZIONE PROFESSIONALE INVESTIGAZIONI E SICUREZZA,2,,9999,
d6971c8029d84683855cbc4a6f68d80c,233,13,,Fadeke Ayoola,1,,,
d68a3e9896b146c9b54eef50982c62a0,58,21,Zentiva,Zentiva Group a.s.,2,,9999,
d67bffdde13a418caa35607deb93be91,14,31,IG Kultur Vorarlberg,IG Kultur Vorarlberg - Interessengemeinschaft für autonome Kulturarbeit,3,,9999,
d6723fab877548bebb35e192d07cf38a,82,12,,Rödl & Partner,1,,9999,
d66ce3dea7fd45f590e2fee677747365,108,13,AF&P,studio AF & Partners,1,10000,24999,
d661808f557d4c709111b494edac7d61,108,31,CORPO GAV,CORPO PROVINCIALE GUARDIE AMBIENTALI VOLONTARIE NAPOLI,3,,9999,
d654d264fe3849f099f27b4adbfb4551,75,41,CEIPI,Centre d'Etudes Internationales de la Propriété Intellectuelle,4,,9999,
d6541f39d8bd42cfaf186671cd904d02,82,31,BVE,Bundesverband Ethik e.V.,3,,9999,
d6482ace9369443b8f625d78024fb98b,74,22,Teme ry,Teatteri- ja mediatyöntekijöiden liitto ry,2,,9999,
d641d4ab5cc441eb80129c877d9fb676,30,31,SMVM,SOCIEDADE MEMORIAL VISCONDE DE MAUÁ,3,,9999,
d6291a03bec34e5990c59981ac67f54a,82,22,VFI,Verband der Finanzdienstleistungsinstitute e.V. / Association of Financial Services Firms,2,,9999,
d622889aea3a458c99fe14cac2426af3,108,11,UTOPIA,"Utopia lab - Relazioni Istituzionali, Comunicazione, Affari Legali & Lobbying",1,,9999,
d6184bcaa3784f989fefa88a75fe8613,75,22,FEDOPA,Fédération des Organisations de producteurs de la Pêche Artisanale,2,,9999,
d603c900022742739c7c32b7b5508fd6,177,31,GEOTA,Grupo de Estudos de Ordenamento do Território e Ambiente,3,10000,24999,
d5fa0ce24cae44b9957dab7be5bf66ef,21,22,,Eurofinas,2,200000,299999,
d5f22cd7f704487fa2a27b6c6a9732d3,75,21,VSC,VOYAGES-SNCF.COM,2,25000,49999,
d5ec4668efca43b893cf10e05c1bd649,209,13,For.Com.As Camarinal,Formación Comercialización Asesoramiento Camarinal SL,1,,9999,
d5dbd17d316042ff942dbd8a8238b023,21,22,FESE,Federation of European Securities Exchanges,2,900000,999999,
d5d137c98d7a4b4ab038ce4f68a65969,233,22,BAB,British Agriculture Bureau,2,300000,399999,
d5d00f17cc4745aeaddf53ab09ddb4b1,21,11,,Hanover Communications International,1,500000,599999,
d5caf4b622a048f8b8592eb250f67ca0,233,22,IFIA,The International Federation of Inspection Agencies,2,,,945500
d5bce04c739e4a7db391b35f461d6279,59,13,TDC,Tino Didriksen Consult,1,,,0
d5bc2aa50c914900a11480f6f63a9c15,108,31,CODACTION,Consumers' Democracy in Action,3,,9999,
d5bb6363db864dde819fbf09cd1b7f52,233,22,WGGB,Writers' Guild of Great Britain,2,,9999,
d5b42a60996142cf899f7ffcc0ea8426,127,24,ECIROA,European Captive Insurance and Reinsurance Owners Association,2,,,2000
d5b39282bae540c992bc6eef3b06e821,234,22,ICGA,International Chewing Gum Association,2,100000,199999,
d5ae90eb092e40cbb9db66b559ba892c,21,61,ECRC,European Centre for Regional Cooperation,6,,9999,
d5a917f61abd4c84a59bf6a9d0d5763b,21,,,"Pioneer Hi-Bred International, Du Pont",,,,
d593fb21c00f47119fbf53fe675c506e,21,61,NDEU,North Denmark EU Office,6,700000,799999,
d57c954fadd343d6a6d2ed5dc878a2e5,82,31,EAAD,European Alliance Against Depression,3,10000,24999,
d57bf9a3ff73451e8dc70755482fc600,215,22,VE,Vaccines Europe,2,,,469433
d5707d0935fc480482e39ad49dfe7d5f,21,22,DSE,Direct Selling Europe,2,300000,399999,
d56e2ec8f2054566978e9297d29df674,21,13,,Ann Becker Consulting Sprl,1,50000,99999,
d56aee933c59494b855a39f9e46acfd5,209,21,,Endesa,2,50000,99999,
d569b3d4b3544ec598ba56ab92712a03,85,31,,The Smile of the Child,3,,,12957800
d5611f10fe7c4d87ae52fe437287a396,21,22,,European Payment Institutions Federation,2,50000,99999,
d5605f759d014a8bab05520c28817b09,214,24,Aktiespararna,Sveriges Aktiesparares Riksförbund,2,,,20000
d55683249e084d528075eb85184707ed,180,31,provita,Asociația PRO VITA filiala București,3,,9999,
d54d448fc0bb41a7967e60e392dc9041,82,31,BIO.NRW,Cluster Biotechnology North Rhine-Westphalia,3,,9999,
d546d7dcc7a9460f81dfd8f01173bd23,58,21,CEZ Group,Czech Power (CEZ),2,,9999,
d546d7dcc7a9460f81dfd8f01173bd23,58,21,CEZ Group,Czech Power (CEZ),2,100000,199999,
d53e6c7048984da1b296ddf578776f76,21,22,EFFAT,"European Federation of Food, Agriculture and Tourism Trade Unions",2,,9999,
d534a8ab80ea4a54b05e3d6b076bab46,155,31,EUROCLIO,"EUROCLIO, the European Association of History Educators",3,,9999,
d5218e8785ac43e98453ba90f1d6a375,75,22,PYA,Professional Yachting Association,2,,,50000
d51806180ff8412aaead97d0e95e11bd,176,22,Lewiatan,Polish Confederation Lewiatan,2,50000,99999,
d516be37816a471684fdc02762fafaa1,21,22,CITPA,The International Confederation of Paper and Board Converters in Europe,2,,9999,
d5164b463e464525a3552799810b2336,155,22,RND,Raad Nederlandse Detailhandel,2,25000,49999,
d512b48ea4794298842a9ac605cfbcdf,74,22,STL,Suomen Taksiliitto ry,2,10000,24999,
d50fb0561ff74adca4d40fae764c4071,215,22,Euralarm,EURALARM,2,,,100000
d5095b07c64d4263a85989533249bf29,231,51,UOC KP,Ukrainian Orthodox Church Kyiv Patriarchate,5,,9999,
d4fd9e25ecda49419469021a8ca96b8e,58,22,SVSE,Sdružení velkých spotřebitelů energie,2,,9999,
d4df199979814ae09915c6d7b7d6ac0a,85,21,GC,GREEK CHALLENGE,2,,9999,
d4dedbbabd2049e2a5ce86b42898af4b,75,11,APc,Affaires Publiques Consultants,1,,9999,
d4ca24777de1476d81a4676b30e102c5,233,41,OSL,The office of Stuart long,4,,,
d4c8252ae6ac41b68cc6d8e993bcccec,196,31,,Evropski forum - European Forum,3,,9999,
d4b917d78d9745e0a72778574fc5c646,21,22,FEDMA,Federation of European Direct and Interactive Marketing,2,50000,99999,
d4b7b741b48644cf8328736df89bd03a,21,,,TÜV Rheinland,,,,
d4b6b36338fc44cd94e771abcaed556e,,,,Ageas,,,,
d49d4a9439ef43c0bc146fbe79235dd6,75,13,,ILA CONSULTING - ALLOULI Lamia,1,,,0
d49813d76b454ae2872be203b082084d,165,61,KSB,KS Enterprises,6,,9999,
d4914d8ca3924e31b9a0b01bb341df98,165,24,9434415651-11,Norsk Industri / Federation of Norwegian Industries,2,,9999,
d48604329e2f43159e4c266fca925a94,155,31,JP NL,Justice and Peace Netherlands,3,,9999,
d483c8a0e2f14e4d8d75039b2e91e99a,82,42,GUF,Johann Wolfgang Goethe-Universität Frankfurt am Main,4,,9999,
d48189547abc45188ccba0e5c92a84ca,21,51,EKD,EKD-Büro Brüssel / EKD-Office Brussels,5,,9999,
d46ee04755764823a78d95ab3ce2cbfb,54,31,,"Marine explorers society ""20000 leagues""",3,,9999,
d46e3136ce6c4f00a4a7de99179b0d35,21,13,CORE,CONCEPT & RESEARCH,1,,,1000
d463dff2a76e4184b36304671a716c46,82,31,WFC,World Future Council Foundation,3,,9999,
d45adecaf8c8463fb8bd51d73388a6df,167,61,,Jammu & Kashmir Liberation Cell,6,,9999,
d44d783e21df45f686248dd9e1c8120d,74,21,,Gasum Oy,2,100000,199999,
d444066833e04e6eab4b00257eee400c,74,21,,FINNAIR OYJ,2,100000,199999,
d43aec2e2b3b4582bc6e17e98bb094d6,155,41,EREA,Association of European Research Estabishments in Aeronautics,4,,9999,
d439010482fa41a082cda32dc96ac76f,21,22,ECIIA,European Confederation of Institutes of Internal Auditing,2,,,150000
d434643e29bc4dcaba0c75ca995724a1,82,31,ASEW,Arbeitsgemeinschaft für sparsame Energie- und Wasserverwendung im VKU,3,10000,24999,
d4303735a10647068971ef40a5bed463,155,41,VAT Club,The European VAT Club,4,,9999,
d4207788f43e498dab5944101afccd99,21,22,UEPG,European Aggregates Association,2,,9999,
d41e7c6eaec747a2a91f503defc0357c,234,31,WCS,Wildlife Conservation Society,3,,9999,
d41c4931818c42eba3ed8697e03ef9d2,234,31,SELC,Southern Environmental Law Center,3,,,35250
d414eca7e2e946c584bc1e253106d4b3,82,31,BfdW,Brot für die Welt,3,50000,99999,
d4147ddfd58949c0b352190b44dc5e14,232,21,,Ruler's Flight Sharjah,2,,,50000
d40c84d5e5a946a2a479a195b6f72638,21,31,EEE-YFU,European Educational Exchanges - Youth For Understanding,3,,9999,
d40c0aaf6e3444fc8b262b82b2e763d5,215,11,FHP,furrerhugi. AG,1,25000,49999,
d40a04efde6841d28a6cfcebdebc0220,21,31,ANED-GAPSCA,Groupe d'ACtion pour la Promoition Socioculturelle et l'Alphabétisation-Alliance pour La Nouvelle Energie Démocratique,3,,9999,
d406bf70ef5a48dda396945915b69eff,85,21,OPAP SA,ORGANISMOS PROGNOSTIKON AGONON PODOSFAIROY ANONIMI ETAIRIA,2,,,10000
d402ee88516f4ad392ce21eb9b80528b,209,42,IE,IE Business School and IE University.,4,,9999,
d3e8912c893f43d79c7489b17c772625,82,12,BBH,Becker Büttner Held,1,,,
d3dc0e0788fe494689994cdcf2d30f93,233,22,UKSIF,UK Sustainable Investment and Finance Association,2,,9999,
d3d5fe4dbbf8464eb074def4d11cc0c3,75,31,ACME FRANCE,Association des couples multiethniques de France,3,,9999,
d3d0f5be9f1a45bf8d919b09c2f43e1d,234,21,,News Corporation,2,25000,49999,
d3c73c7ac67345ea9e70c644c7285d97,233,22,DIF,Digital Interoperability Forum,2,50000,99999,
d3c48176c0f14ab4b5ef4967b60fe3e1,21,,,Freudenberg Co. KG,,,,
d3c2866752194ccbaa5bcba053f140d1,21,31,ERTRAC,European Road Transport Research Advisory Council,3,25000,49999,
d3a0455edab74f4e884391a3a2708a4c,107,31,,The Mossawa Center,3,400000,499999,
d39ea71dcd9044a198a0926d81bd5299,75,22,SER,Syndicat des énergies renouvelables,2,10000,24999,
d38f1474fc694159a3457d0d15d3ff81,82,31,BAGFW,Bundesarbeitsgemeinschaft der Freien Wohlfahrtspflege e.V.,3,,9999,
d38b6c4cfdcd405599034bc776a91a13,176,31,SKES,Stała Konferencja Ekonomii Społecznej,3,,9999,
d3865e2f03f543e280474056eebbe909,21,31,EMMI,European Money Markets Institute,3,500000,599999,
d381197e6080470f9f8b64c0915a09de,155,61,UvW,Bureau Brussel Vewin -Unie van Waterschappen,6,50000,99999,
d37c3cafbfb341cf8cc59559b9cdba42,57,42,EOC,EUROPEAN OFFICE OF CYPRUS,4,,9999,
d373270c4e624c81a5dadfc636a59f6c,21,11,COPRODES,COPRODES Comm.V,1,,9999,
d34ce3b349604f54b1ac1cdfc94f31d9,75,21,,AIR FRANCE,2,300000,399999,
d34b7cf5069443ff95c9fff3e3aa287f,21,31,ENCATC,European Network of Cultural Administration Training Centres,3,100000,199999,
d341ce05551443e3aae37b3172e6a0bb,108,22,ASSOGENERICI,ASSOCIAZIONE NAZIONALE INDUSTRIE FARMACI GENERICI,2,,9999,
d32749240c74460fbf3368abbd135684,21,11,KDC Conseil,KDC Conseil SPRL,1,,9999,
d3223a389a7e4befb0ce3449d49fc321,75,41,,INERIS,4,,9999,
d32178f3879f40d4a930cb63885535b7,39,31,,A.C.E. Consulting,3,,9999,
d315a34ebb9c44918535d191b85d20c4,21,31,OXFAM INTERNATIONAL,OXFAM INTERNATIONAL EU ADVOCACY OFFICE,3,,9999,
d3132e49f17446e595069b23601d5694,21,22,CEPI-CEI,European Association of Real Estate Professions,2,100000,199999,
d309731fd2234ae58fd25a1545bb4be2,233,61,,Angus Council,6,,9999,
d3005cfcb26748458bc79bd502d86188,82,31,GBA,German Biogas Association,3,,9999,
d2f4f9f3921b45a0ab3330b84dfec128,82,11,McKinsey,"McKinsey & Company, Inc.",1,,9999,
d2f4439fdbcc48a8af5440d97eb97be2,21,22,,Cerame-Unie,2,400000,499999,
d2f25a34c7b6405f938de12119b58b61,21,61,,Region Östergötland EU Office,6,,9999,
d2e65d6e43f44e0f8ab23c91d318f194,21,22,CEETTAR,"Confédération Européenne des Entrepreneurs de Travaux Techniques Agricoles, Ruraux et Forestiers/ European Organisation of Agricultural and Rural Contractors / Zentralverband der europäischen Lohnunternehmer",2,100000,199999,
d2d8427aa3b14e609b375d2d0828d78a,59,22,IFB,Investeringsfondsbranchen,2,,,75000
d2cd0e82d6534c2189a44a286bcb0907,21,22,IWTO,International Wool Textile Organisation,2,10000,24999,
d2cc2fd146a64d7fbeb51002fbe38fd1,21,31,EGS,EuroGeoSurveys - The Geological Surveys of Europe,3,,9999,
d2c707b023b84da8bc3c36bfa6aba971,177,21,RAR,"RAR - Refinarias de Açúcar Reunidas, S.A.",2,,9999,
d2c06e83673c483dbfe30eccffb7ca1f,108,21,,Maggioli,2,,9999,
d2ba8cb6e2704523ac708f144abac682,21,22,ESGA,European Special Glass Association,2,50000,99999,
d2ba4451df254297be3931c7fa6f532c,234,11,,CSR INSIGHT LLC,1,,9999,
d2b47c59b7af45cfab6828c1e5d86a5d,105,22,APHA,Animal & Plant Health Association,2,100000,199999,
d2b01309c1ac465dbced656378881979,21,,,Telekomunikacja Polska - c/o Orange Groupe France Telecom,,,,
d2a7c2759e9d4a358eaf03ae0f218457,75,22,GNIS,Groupement national interprofessionnel des semences et plants,2,,9999,
d291cddea9a042afa001ffa05dcf6102,21,11,,Prospero & Partners,1,300000,399999,
d28f614a3b0147dcb782b03978c240ae,82,22,DAV,Deutscher Anwaltverein,2,100000,199999,
d28e6e34bd4b468294a748b0d77151b5,21,41,SADF,South Asia Democratic Forum,4,300000,399999,
d28e4838ecf34b2d9b352c7a44fe4393,75,22,FECCIA,F.E.C.C.I.A. Fédération Européenne des Cadres de la Chimie et des Industries Annexes - European Federation of Managerial Staff in the Chemical and Allied Industries,2,10000,24999,
d28779c42ff94d7084e2188e4bef1eb9,233,31,ESN,European Social Network,3,,9999,
d28744af71444315b942b291c75c2388,141,21,CEMEX,"CEMEX, S.A.B. de C.V.",2,50000,99999,
d27f25fc92964d2da058213de93704ea,82,31,ASB,Arbeiter-Samariter-Bund,3,,9999,
d276fa56987444208baea1ae6c453331,233,22,,Water UK,2,,9999,
d2768b5ccc9b45f891ce0b2fb1e8e091,234,21,,eCORP / ecorpStim,2,,9999,
d27443e832e944d2a38c1d558465d449,196,31,AS,"Center for the Empowerment Youth of people who are living with HIV and AIDS ""AS""",3,,,35982
d2681a2455874b52adf3b7f70c68c3fb,75,21,AXA IM,AXA Investment Managers,2,50000,99999,
d264232aa2f84578b7a7d013bf0f0ac7,126,22,ALChIE,The Association of Lithuanian Chemical Industry Enterprises,2,,,2000
d26130d2670e4b0ea64a24d1491ce335,105,21,,Yahoo! EMEA Ltd.,2,,9999,
d25f2562c589409ebcd26074b1dbe4e2,202,31,DVO Bled,Društvo za varstvo okolja Bled,3,,9999,
d24eae74cd3f4c0bba5d16a153f64d4c,21,13,,Vlassembrouck Consult,1,100000,199999,
d23f49ddc8fc49f88588ee6bd810c1a0,21,22,EWFA,European Window Film Association,2,25000,49999,
d21256a1904c4d80b713c68be3df227e,209,22,ASOPROVAC,Asociación Nacional de Productores de Vacuno de carne,2,50000,99999,
d20fa1d7b54c4a53821d1139d6bf5cf8,234,21,,Yelp,2,,9999,
d20edbb7131446bb89ecd4f0f2028aa9,58,11,CEC GR,CEC Government Relations (CZ),1,,9999,
d20c6b42e6f943b5bc76933923170b3d,21,22,AECM,Association of European Candle Makers,2,,9999,
d2050364f1364a96ae5463cbfd9f9b5f,209,31,FMWCB,Foundation Mobile World Capital Barcelona,3,,9999,
d20397925ca041abba6a5a88a6324b9e,75,31,V.I.O,VINTESS INNOVATION ORGANISATION,3,100000,199999,
d2036884a2d343a6ae682aefdabe5482,21,51,CEC,Conference of European Churches,5,100000,199999,
d20295e0456e4279bcea67a7384071a2,21,31,CARE for Europe,Christian Action Research & Education for Europe,3,10000,24999,
d202157d0cc944ccb6e4b96387ec85b0,21,22,BRG,Brand Registry Group,2,,9999,
d20170b23ab54cde8d95e158c3693bc5,214,31,,IOGT-NTO,3,25000,49999,
d1f4529d4f0d4fc5a2113352da5c5dc2,75,22,SNIA,Syndicat National de l'Industrie de la nutrition Animale,2,,9999,
d1f3813febf84c4c9f001dcae157cbe4,180,31,EDP,European Development Platform,3,,9999,
d1e9c28747fb434a991655f39cee0a1a,21,31,PANGEA,Partners for Euro-African Green Energy,3,,9999,
d1e9281ca0824e42986d5b42d22ffb6f,214,21,,Lantmännen ek för,2,25000,49999,
d1e63a663abc4a40bc2148a5ea88e798,75,42,MIIBS,Madison International Institute & Business School,4,,9999,
d1dd21efaa88421f94f6d69ec485fabb,58,31,,"Evropská  liga na ochranu lidské důstojnosti o.s.- European league for the defense of human dignity,c.a.",3,,9999,
d1d29b923d624d3c93cd6e0727246117,82,22,TIME,Tattoo Ink Manufacturer of Europe,2,,9999,
d1cc41abd5594067a845d788f10d2222,209,31,CGCOII,Consejo General de Colegios Oficiales de Ingenieros Industriales,3,,9999,
d1cb3f6e04864bd7ac5772322e144a39,59,22,FPU,Flyvebranchens Personale Union,2,,9999,
d1baa5d7d8114fe08132ff535db469fc,233,22,,European Digital Media Association,2,50000,99999,
d1b3dd187e734372b43cae2e12352317,233,22,BVA,British Veterinary Association,2,,,60000
