ID,Name,Country,Political_group,Party,Institution,Previous_position,New_position,category_new_position,category_bar,brussel_lobbying,total_activities,Link_source,Link_profile,on_JTR,Link_picture,Comments,group2,Description,Paid_unpaid,Answers,Certified,Date of Commission authorisation,Based on advice from Ad hoc Ethical Committee?,Link to authorisation in College of Commissioners' minutes,"Link to Commission authorisation documents, released under freedom of information rules. Click on the links to read the documents",Link Transparency register,Number of activities 
110987,Gino Trematerra,Italy,EPP,Union of Christian and Centre Democrats,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,UDC,,,,Raphael,,,,,,
97131,Giommaria Uggias,Italy,ALDE,Italy of Values,European parliament,MEP,Lawyer,Private Sector,Law firm,no,1,https://www.facebook.com/giommaria.uggias.1/about,,No,,,,,,,Raphael ,,,,,,
97006,Giorgos Papakonstantinou,Greece,S&D,Socialist Movement,European parliament,MEP,Owner and Chairman of GSP-Advisory,Private Sector,Consultancy,no,1,https://www.linkedin.com/in/george-papaconstantinou-52039b72,,No,,,,For whom?,,"Assisting private firms, non-profit organizations and think tanks on political and economic issues. No official websitem, info retrieved from Linkedin. ",Raphael,,,,,,
123792,Giovanni Barbagallo,Italy,S&D,Democratic Party,European parliament,MEP,Regional Councillor for the Liguria region,Public Sector,Elected office,no,1,http://www.regione.liguria.it/regione-liguria/ente/consiglio/consiglieri/item/2002-barbagallo-giovanni.html,,No,,,,No longer a deputy in the Sicilian assembly,,,Raphael,,,,,,
97195,Giovanni Collino,Italy,EPP,The people of freedom,European parliament,MEP,President of Olos srl (consultancy on EU funding),Private Sector,Consultancy,yes ,1,http://www.olosgroup.eu/team-eng/,,No,,,,Helping to get funding is lobbying under the Transparency Register,,,Raphael,,,,,,
4562,Giuseppe Gargani,Italy,EPP,Forza Italia,European parliament,MEP,Lawyer,Private Sector,Law firm,no,3,http://comitatopopolareperilno.it/chi-siamo/,,No,,,,Politically active,,,Raphael,,,,,,
28513,Godfrey Bloom,United Kingdom,NI,United Kingdom Independance Party,European parliament,MEP,Chairman of the parliamentary Mises Book Club (Austrian economics); Independent politician. ,Academia,Think tank,no,2,https://mises.org/profile/godfrey-bloom,,No,,,UKIP,,,,Raphael,,,,,,
4265,Göran Färm,Sweden,S&D,Social Democratic Party,European parliament,MEP,Senior advisor at Diplomat Communications,Private Sector,Consultancy,yes ,1,https://www.linkedin.com/in/g%C3%B6ran-f%C3%A4rm-54a300a2,,No,,,,Diplomat Comms provides EU focussed lobbying through its partner organisation Cabinet DN ,,http://diplomatcom.com/en/what-we-do/public-affairs/,Raphael,,,,,,
97020,Guido Milana,Italy,S&D,Democratic Party,European parliament,MEP,Councillor for the fisheries policy at the Ministry of Agriculture,Public Sector,Public Sector,no,1,https://www.politicheagricole.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/9637,,No,,,PD,,,,Raphael,,,,,,
2295,Hannes Swoboda,Austria,S&D,Social Democratic Party,European parliament,MEP,Political Adviser to European Council on Foreign Afffairs; President of insitute for international peace,Private Sector,Business association,yes ,13,https://www.linkedin.com/in/swoboda-hannes-b76a4a51?trk=pub-pbmap,,Yes,,,,Check this. Need link,,Long list mentionned on Linkedin ,TI-AT,,,,,,
1253,Hans-Gert Pöttering,Germany,EPP,Christian Democratic Union,European parliament,MEP,"Chairman of the Konrad-Adenauer-Stiftung; Member of the Board of directors of the Association for the ""International Charlemagne Prize""; Board Member of ""A sould for Europe""; Honorary MEP; Board Member of the House of European History ",NGO,NGO,no,3,https://de.wikipedia.org/wiki/Hans-Gert_P%C3%B6ttering,,Yes,,,,Also a Member of the A soul for Europe with Doris Pack,,,Check,,,,,,
4238,Hans-Peter Martin,Austria,NI,Hans-Peter Martin's List,European parliament,MEP,Journalist,Private Sector,Media,no,1,,,No,,,,,,,TI-AT,,,,,,
4275,Hans-Peter Mayer,Germany,EPP,Christian Democratic Union,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,Not working in conulting,,,TI-DE,,,,,,
4318,Harlem Désir,France,S&D,Socialist Party,European parliament,MEP,Secretary of State for European Affairs ,Public Sector,Elected office,no,1,http://www.diplomatie.gouv.fr/en/the-minister-and-the-ministers-of-state/harlem-desir/,,No,,,,,,,TI-FR,,,,,,
4294,Heide Rühle,Germany,Greens/EFA,Alliance '90/The Greens,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,,,,TI-DE,,,,,,
4385,Hélène Flautre,France,Greens/EFA,Europe Ecology,European parliament,MEP,Munipal councillor in the city of Arras; Head of Mission - European Citizenship at the Lille academy ,Public Sector,Elected office,no,1,https://www.arras.fr/fr/elus,,No,,,,,,,Raphael,,,,,,
96879,Hella Ranner,Austria,EPP,Austrian People's Party,European parliament,MEP,Sentenced to 2 years of prison in 2014,Other,Prison,no,1,https://de.wikipedia.org/wiki/Hella_Ranner,,No,,,OVP,Should come out soon though,,,TI-AT,,,,,,
2319,Henri Weber,France,S&D,Socialist Party,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://fr.wikipedia.org/wiki/Henri_Weber,,No,,,PS,,,,TI-FR,,,,,,
1059,Hiltrud Breyer,Germany,Greens/EFA,Alliance '90/The Greens,European parliament,MEP,Member of the Scientific Advisory Committe of the Coalition against BAYER dangers (CBG),NGO,NGO,Unknown,1,http://www.cbgnetwork.org/38.html,,No,,,,,,,Raphael,,,,,,
28247,Holger Krahmer,Germany,ALDE,Free Democratic Party,European parliament,MEP,Director European affairs public policy and government relations at Opel Group,Private Sector,Consultancy,yes ,1,https://corporateeurope.org/revolvingdoorwatch/cases/holger-krahmer,,Yes,,,,,,,TI-DE,,,,,,
1930,Horst Schnellhardt,Germany,EPP,Christian Democratic Union,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,,,,TI-DE,,,,,,
2307,Hubert Pirker,Austria,EPP,Austrian People's Party,European parliament,MEP,Owner and business consultant of Dr. Hubert Pirker - EUCONET,Private Sector,Consultancy,yes ,1,http://www.euconet.at/dr-hubert-pirker-2/cv/?lang=en,,No,,,OVP,,,,TI-AT,,,,,,
23695,Hynek Fajmon,Czech Republic,ECR,Civic Democratic Party,European parliament,MEP,Consultant,Private Sector,Consultancy,yes ,1,http://www.bpresearch.eu/lide,,No,,,,Brussels based lobbying,,,Raphael,,,,,,
4466,Ilda Figueiredo,Portugal,GUE/NGL,Democratic Unity Coalition (Communist Party),European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,,,,Raphael,,,,,,
96834,Iliana Ivanova,Bulgaria,EPP,Citizens for European Development of Bulgaria,European parliament,MEP,Member of the European Court of Auditors ,Public Sector,Public Sector,no,1,http://www.eca.europa.eu/en/Pages/OrganizationChartList.aspx,,No,,,GERB,,,,Ti-BG,,,,,,
119875,Iñaki Irazabalbeitia Fernández,Spain,Greens/EFA,Aralar Party,European parliament,MEP,Academic for Euskaltzaindia (Academy of the basque language),Academia,University,no,1,http://www.euskaltzaindia.eus/index.php?option=com_content&view=article&id=4764&Itemid=405&lang=eu,,No,,,,,,,Raphael,,,,,,
1873,Íñigo Méndez De Vigo,Spain,EPP,People's Party,European parliament,MEP,Minister of Education and Culture; Member of the Spanish parliament,Public Sector,Elected office,no,1,http://www.mecd.gob.es/ministerio-mecd/ministro.html,,No,,,PP,,,,Raphael,,,,,,
96859,Ioan Enciu,Romania,S&D,Social Democratic Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,Confirm,,,Raphael,,,,,,
96898,Ioannis A. Tsoukalas,Greece,EPP,New Democracy,European parliament,MEP,Professor at the Aristotle University of Thessanloniki,Academia,University,no,1,https://goo.gl/wk2XiP,,Yes,,,,,,,Raphael ,,,,,,
28474,Ioannis Kasoulides,Cyprus,EPP,Democratic Rally,European parliament,MEP,Minister of Foreign Affairs,Public Sector,Elected office,no,1,http://www.mfa.gov.cy/mfa/mfa2016.nsf/All/277ED5DD99EFEB25C2257F9C00209CFF?OpenDocument,,No,,,,,,,Raphael,,,,,,
95017,Iosif Matula,Romania,EPP,Democratic Liberal Party,European parliament,MEP,Professor at the Arad High School ,Academia,University,no,1,https://www.facebook.com/pages/Iosif-Matula/144306458917399?fref=ts,,No,,,,,,,Raphael,,,,,,
96639,Isabelle Durant,Belgium,Greens/EFA,Ecolo,European parliament,MEP,Member of the Brussels-Capital regional parliament,Public Sector,Elected office,no,1,https://goo.gl/AR9q3l,,No,,,,,,,Raphael,,,,,,
41007,Iva Zanicchi,Italy,EPP,The people of freedom,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://it.wikipedia.org/wiki/Iva_Zanicchi,,No,,,,Retired,,,Raphael,,,,,,
96807,Ivailo Kalfin,Bulgaria,S&D,Coalition for Bulgaria (Socialist Party),European parliament,MEP,Official candidate for the Presidency,Public Sector,Political party,no,1,"http://www.novinite.com/articles/176751/Ivaylo+Kalfin,+the+Seasoned+Politician+Facing+an+Uphill+Battle",,No,,,,,,,Raphael,,,,,,
97025,Ivari Padar,Estonia,S&D,Social Democratic Party,European parliament,MEP,Member of the Estonian parliament ,Public Sector,Elected office,no,1,http://www.riigikogu.ee/en/parliament-of-estonia/composition/members-riigikogu/,,No,,,,,,,Raphael,,,,,,
97004,Ivars Godmanis,Latvia,ALDE,Latvia's First Party/Latvian Way,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://fr.wikipedia.org/wiki/Ivars_Godmanis,,No,,,,No info ,,,Raphael ,,,,,,
28320,Ivo Strejcek,Czech Republic,ECR,Civic Democratic Party,European parliament,MEP,Advisor to former President Vaclav Havel ,Public Sector,Political party,no,1,https://cs.wikipedia.org/wiki/Ivo_Strej%C4%8Dek,,No,,,,,,,Raphael,,,,,,
96795,Jacek Olgierd Kurski,Poland,ECR,Law and Justice,European parliament,MEP,General Director of Polish Television,Private Sector,Media,no,1,https://pl.wikipedia.org/wiki/Jacek_Kurski,,No,,,PiS,Got nominated by the current administration,,,Raphael,,,,,,
23782,Jacek Protasiewicz,Poland,EPP,Civic Platform,European parliament,MEP,Member of the Polish parliament,Public Sector,Elected office,no,1,http://www.sejm.gov.pl/Sejm8.nsf/posel.xsp?id=312,,No,,,,,,,Raphael,,,,,,
96802,Jacek Wlosowicz,Poland,ECR,Law and Justice,European parliament,MEP,Senator,Public Sector,Elected office,no,1,"https://www.senat.gov.pl/sklad/senatorowie/senator,468,9,jacek-wlosowicz.html",,No,,,PiS,,,,Raphael,,,,,,
28215,Jacky Hénin,France,GUE/NGL,Left Front,European parliament,MEP,Municipal Councelor in in the city of Calais; Secretary of the Communist Pary division of la Somme,Public Sector,Elected office,no,1,http://www.calais.fr/fr/Ville-de-Calais/la-mairie/vie-municipale/les-elus/presentation?userprofile=566841111a6c7e89089a8a7f,,No,,,,Unclear if this is a job,,Elected in the city of Calais ,Raphael,,,,,,
28362,Jaime Mayor Oreja,Spain,EPP,People's Party,European parliament,MEP,President of the Valores y Sociedad foundation,NGO,NGO,no,1,,,No,,,PP,,,http://www.valoresysociedad.org/patronato/,Raphael,,,,,,
1419,James Elles,United Kingdom,ECR,Conservative Party,European parliament,MEP,Chairman of the management committee of the transatlantic policy network ,NGO,NGO,yes ,1,http://www.tpnonline.org/organisation/whos-who/,,Yes,,,,Check what James is up to. Internet Foundation is not his job.,,The TPN has been active in lobying in favour of the TTIP,Raphael,,,,,,
28354,Jan Brezina,Czech Republic,EPP,Christian and Democratic Union,European parliament,MEP,Municipal councillor in the city of Unicov,Public Sector,Elected office,no,1,http://www.unicov.cz/ing-jan-brezina/o-1098/p1=13480,,No,,,,No Others info,,,Raphael ,,,,,,
101954,Jan Kozlowski,Poland,EPP,Civic Platform,European parliament,MEP,President of the Polish Rugby Association; Vice-President of the European Federation of Rugby ,NGO,NGO,no,2,https://pl.wikipedia.org/wiki/Jan_Koz%C5%82owski_(samorz%C4%85dowiec),,No,,,PO,,,,Raphael ,,,,,,
1965,Jan Mulder,Netherlands,ALDE,People's Party for Freedom and Democracy,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,http://www.vvd.frl/tag/jan-mulder/,,No,,,VVD,Provides occasional speeches to senior Members of his party,,,Raphael,,,,,,
96659,János Áder,Hungary,EPP,Fidesz–Hungarian Civic Union,European parliament,MEP,President of Hungary,Public Sector,Elected office,no,1,http://www.keh.hu/president_janos_ader/1582-Curriculum_vitae_of_Janos_Ader,,No,,,,,,,TI-CY,,,,,,
96654,Jaroslav Paška,Slovakia,EFDD,National Party,European parliament,MEP,Member of the Slovak parliament,Public Sector,Elected office,no,1,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=103&CisObdobia=7,,No,,,,,,,Raphael,,,,,,
2315,Jean Louis Cottigny,France,S&D,Socialist Party,European parliament,MEP,Vice-Président du departemental council; Board Member of Pas de Calais Habitat,Public Sector,Elected office,no,1,http://www.pasdecalais.fr/L-institution/Vos-elus/(tri)/nom,http://www.pasdecalais-habitat.fr/fr/accueil/pas-de-calais-habitat/decouvrir-pas-de-calais-habitat/le-conseil-dadministration.aspx,No,,,PS,,,,Raphael,,,,,,
111068,Jean Roatta,France,EPP,Socialist Party,European parliament,MEP,Councillor to the Mayor of Marseille; Vice-President of the Commission on Human Rights,Public Sector,Elected office,no,1,http://marseille1-7.fr/la-mairie/le-maire-et-ses-adjoints/,,No,,,PS,,,,Raphael,,,,,,
97021,Jean-Claude Marcourt,Belgium,S&D,Socialist Party,European parliament,MEP,Vice-President of the Wallonian government; Vice-President of the Brussels- Wallonia Federation,Public Sector,Elected office,no,2,https://fr.wikipedia.org/wiki/Jean-Claude_Marcourt,,No,,,PS,,,,Raphael,,,,,,
28176,Jeanine Hennis-Plasschaert,Netherlands,ALDE,People's Party for Freedom and Democracy,European parliament,MEP,Minister of Defence,Public Sector,Elected office,no,1,https://en.wikipedia.org/wiki/Jeanine_Hennis-Plasschaert,,No,,,VVD,,,,Raphael,,,,,,
113891,Jean-Jacob Bicep,France,Greens/EFA,Europe Ecology,European parliament,MEP,Owner of Jean Jacob Bicep Consulting,Private Sector,Consultancy,no,1,https://www.facebook.com/jeanjacob.bicep,,No,,,,It his indeed his company. Cross-checked with FB page ,,,Raphael,,,,,,
28214,Jean-Luc Bennahmias,France,ALDE,Democratic Movement,European parliament,MEP,"President of Front democrate; Member of the Economic, Social and Environmental Council; Candidate in Socialist primaries for Presidential elections",Public Sector,Political party,no,1,http://www.lecese.fr/membre/bennahmias,,No,,,,,,,TI-FR,,,,,,
28256,Jean-Luc Dehaene,Belgium,EPP,Christian Democratic and Flemish,European parliament,MEP,Deceased in 2014,Other,Retired / Deceased,no,1,https://en.wikipedia.org/wiki/Jean-Luc_Dehaene,,No,,,,,,,Raphael,,,,,,
96699,Jean-Paul Besset,France,Greens/EFA,Europe Ecology,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://fr.wikipedia.org/wiki/Jean-Paul_Besset,,No,,,,,,,TI-FR,,,,,,
28193,Jean-Paul Gauzès,France,EPP,Union for a Popular Movement,European parliament,MEP,President of thew board of the European Financial Reporting Advisory Group ,Private Sector,Business association,yes ,1,http://www.efrag.org/About/Governance/9/EFRAG-Board,,Yes,,,UMP,,,,Raphael,,,,,,
33775,Jean-Pierre Audy,France,EPP,Union for a Popular Movement,European parliament,MEP,Member of the high-level group monitoring simplification for beneficiaries (European Commission DG REGIO); Municipal Councelor of the city of Meymac,Public Sector,Public Sector,no,2,http://ec.europa.eu/regional_policy/en/policy/how/improving-investment/high-level-group-simplification/#1,,No,,,UMP,,,,Raphael,,,,,,
23691,Jelko Kacin,Slovenia,ALDE,Liberal Democracy,European parliament,MEP,Permanent Representative of Slovenia to NATO,Public Sector,Public Sector,no,1,http://www.nato.int/cps/en/natohq/who_is_who_122157.htm,,No,,,,,,,TI-SI,,,,,,
28117,Jim Higgins,Ireland,EPP,Fine Gael,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://en.wikipedia.org/wiki/Jim_Higgins_(Irish_politician),,No,,,,Retired from public life,,,Raphael,,,,,,
96714,Jirí Havel,Czech Republic,S&D,Social Democratic Party,European parliament,MEP,Deceased,Other,Retired / Deceased,no,1,https://cs.wikipedia.org/wiki/Ji%C5%99%C3%AD_Havel,,No,,,,On 8th of July 2012. ,,,Raphael ,,,,,,
96770,Joanna Katarzyna Skrzydlewska,Poland,EPP,Civic Platform,European parliament,MEP,Member of the regional council of Lodz,Public Sector,Elected office,no,1,https://goo.gl/sfqrXb,,No,,,,,,,Raphael ,,,,,,
96789,Joanna Senyszyn,Poland,S&D,Democratic Left Alliance–Labor Union,European parliament,MEP,Vice-President of the Democratic Left Alliance.,Public Sector,Political party,no,1,http://www.sld.org.pl/politycy/19-senyszyn.html,,No,,,,No longer a MP in the Sjem,,,Raphael,,,,,,
124527,Joaquim Cruz,Portugal,EPP,Social Democratic Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,PSD,,,,Raphael,,,,,,
96669,Joe Higgins,Ireland,GUE/NGL,Socialist Party,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://www.linkedin.com/in/jim-higgins-mep-88011067,,No,,,,Stood down from parliament in february 2016,,,Raphael,,,,,,
23938,John Attard-Montalto,Malta,S&D,Labour Party,European parliament,MEP,Lawyer for Saga Juris Advocates (Malta); Consultant at the Central Bank of Malta ,Public Sector,Public Sector,no,2,http://www.maltatoday.com.mt/news/national/70889/former_labour_mep_lands_central_bank_Consultancies#.WCwzDCErJdg,,No,,,,,,,Raphael,,,,,,
96798,John Bufton,United Kingdom,EFDD,UK Independence Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,,,,,Raphael,,,,,,
96753,Jolanta Emilia Hibner,Poland,EPP,Civic Platform,European parliament,MEP,Deputy in the National Assembly in Poland,Public Sector,Elected office,no,1,http://www.sejm.gov.pl/sejm8.nsf/posel.xsp?id=124&type=A,,No,,,,,,,Raphael,,,,,,
28243,Jorgo Chatzimarkakis,Germany,ALDE,Free Democratic Party,European parliament,MEP,Secretary-general of Hydrogen Europe ,Private Sector,Company and Group,yes ,1,https://www.linkedin.com/in/jorgo-chatzimarkakis-50685b11a,,Yes,,,,,,,Raphael,,,,,,
2002,José Ignacio Salafranca Sánchez-Neyra,Spain,EPP,People's Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Salafranca_S%C3%A1nchez-Neyra,,No,,,,,,,Raphael,,,,,,
1992,José Manuel García-Margallo Y Marfil,Spain,EPP,People's Party,European parliament,MEP,Minister of Foreign Affairs and Cooperation,Public Sector,Elected office,no,1,http://www.exteriores.gob.es/Portal/en/Ministerio/Ministro/Paginas/Biografia.aspx,,No,,,PP,,,,Raphael,,,,,,
96986,Josefa Andrés Barea,Spain,S&D,Socialist Workers' Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,https://es.wikipedia.org/wiki/Josefa_Andr%C3%A9s_Barea,,No,,,,,,,Raphael,,,,,,
110984,Joseph Cuschieri,Malta,S&D,Labour Party,European parliament,MEP,Ambassador of Malta to Greece,Public Sector,Public Sector,no,1,https://foreignaffairs.gov.mt/en/Embassies/Me_Athens/Pages/The-Ambassador.aspx,,No,,,,,,,Raphael,,,,,,
4342,Joseph Daul,France,EPP,Union for a Popular Movement,European parliament,MEP,Executive Board Member- Martens Centre (EPP think tank); President of the EPP (Party);  ,Public Sector,Political party,no,2,http://www.martenscentre.eu/people/joseph-daul,,Yes,,,UMP,EPP think tank ? Sounds like heavy BXL lobbying ? ,,,Raphael,,,,,,
5537,Juan Andrés Naranjo Escobar,Spain,EPP,People's Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,PP,Confirmed,,,Raphael,,,,,,
96910,Judith A. Merkies,Netherlands,S&D,Labour Party,European parliament,MEP,Advisor in European Public Policy and Regulatory Affairs ,Private Sector,Consultancy,yes ,1,https://www.linkedin.com/in/judith-merkies-b92994,,No,,,,For whom?,,This is her own Consultancy however no website could be found. unclear wether it constitutes Brussels-focussed lobbying,Raphael,,,,,,
96693,Juozas Imbrasas,Lituania,EFDD,Order and Justice,European parliament,MEP,Council Member at the Vilnius city municipality,Public Sector,Elected office,no,1,,,No,,,,,,,TI-LT,,,,,,
96873,Jürgen Creutzmann,Germany,ALDE,Free Democratic Party,European parliament,MEP,Treasurer for the FDP Rheinland-Pfalz ,Public Sector,Elected office,no,1,http://www.fdp-rlp.de/page/landesvorstand-partei,,No,,,,,,,Raphael,,,,,,
96769,Jürgen Klute,Germany,GUE/NGL,The Left,European parliament,MEP,Lutheran Pastor ,Other,Religious community,no,1,No link ,,No,,,,,,,TI-DE ,,,,,,
28279,Justas Vincas Paleckis,Lituania,S&D,Social Democratic Party,European parliament,MEP,Member of the advisory Board of the Center for Global Politics at the Free University of Berlin,Academia,University,no,1,,,Yes,,,,Recently published an article on Brexit through the CGP,,,Raphael,,,,,,
30475,Justina Vitkauskaite Bernard,Lithuania,ALDE,Democratic Party,European parliament,MEP,No information available,Unknown,Unknown,Unknown,1,,,No,,,DP,,,,TI-LT,,,,,,
1914,Jutta Haug,Germany,S&D,Social Democratic Party,European parliament,MEP,Chairwoman of Hertener Bürgerstiftung (honorary post),NGO,NGO,no,1,http://www.hertenerbuergerstiftung.de/was-wir-tun/,,No,,,,,,,Raphael,,,,,,
28137,Kader Arif,France,S&D,Socialist Party,European parliament,MEP,Member of the French parliament; Under investigation by the public prosecutor on suspicion of fraud,Public Sector,Public Sector,no,1,https://www.nosdeputes.fr/circonscription/departement/Haute-Garonne,,No,,,,,,,TI-FR,,,,,,
113890,Karim Zéribi,France,Greens/EFA,Europe Ecology,European parliament,MEP,Public relations officer at the SNCF Group; Director  Algeria-Tunisia department of the SNCF; ,Public Sector,Company and Group,no,2,https://www.linkedin.com/in/karim-z%C3%A9ribi-359759a5,,Yes,,,,Recheck this,,No Brussels focussed lobbying but he was  part of the EP External Relatiosn Commission (Delegation to Magrheb) and Commission for Transport. He is now Director of SNCF for Algeria and Tunisia.,Raphael,,,,,,
111033,Karlis Šadurskis,Latvia,EPP,Civic Union,European parliament,MEP,Minister for Education and Science,Public Sector,Elected office,no,1,http://www.mk.gov.lv/en/amatpersonas/karlis-sadurskis,,No,,,,,,,Raphael,,,,,,
28182,Kartika Tamara Liotard,Netherlands,GUE/NGL,Socialist Party ,European parliament,MEP,Senior Advisor for European Subsidies at the Dutch Ministry of Economy,Public Sector,Public Sector,no,1,http://www.parlement.com/id/vgr81a2x0qvk/k_t_kartika_liotard,,No,,,SP,,,,Raphael,,,,,,
96653,Katarína Nevedalová,Slovakia,S&D,Direction–Social Democracy,European parliament,MEP,Responsible for Cohesion Policy & EU Outermost Regions at the Slovak Presidency,Public Sector,Public Sector,no,1,https://www.linkedin.com/in/katarina-nevedalova-43643918,,No,,,Smer-SD,,,,Raphael,,,,,,
37200,Katrin Saks,Estonia,S&D,Finnish Rural Party,European parliament,MEP,Vice-chairwoman of the Social Democratic Party; Rector at Tallinn University,Public Sector,Political party,no,2,https://en.wikipedia.org/wiki/Katrin_Saks,,No,,,SDE,,,,Raphael,,,,,,
110365,Kent Johansson,Sweden,ALDE,Centre Party,European parliament,MEP,Chairman of the Swedish classification committee,Public Sector,Public Sector,no,1,http://www.sou.gov.se/indelningskommitten/kontakta-oss/,,No,,,C,,,,Raphael,,,,,,
96832,Kinga Göncz,Hungary,S&D,Socialist Party,European parliament,MEP,Chair of the Roma Advisory Board at the Open Society Foundation; Member of the UN High-Level panel on access to medicines,NGO,NGO,no,2,https://en.wikipedia.org/wiki/Kinga_G%C3%B6ncz,,Yes,,,,,,,TI-HU,,,,,,
2224,Klaus-Heiner Lehne,Germany,EPP,Christian Democratic Union,European parliament,MEP,President of the European Court of Auditors,Public Sector,Public Sector,no,1,http://www.eca.europa.eu/en/Pages/NewsItem.aspx?nid=7338,,No,,,,,,,TI-DE,,,,,,
28358,Konrad Szymanski,Poland,ECR,Law and Justice,European parliament,MEP,Minister for European Affairs,Public Sector,Elected office,no,1,http://www.msz.gov.pl/en/ministry/senior_officials/konrad_szynanski/,,No,,,PiS,,,,Raphael,,,,,,
96658,Konstantinos Poupakis,Greece,EPP,New Democracy,European parliament,MEP,Works at the Hellenic parliament TV ,Private Sector,Media,no,1,https://www.linkedin.com/in/konstantinos-poupakis-5aa0bb55,,No,,,,,,,Raphael,,,,,,
34232,Kristian Vigenin,Bulgaria,S&D,Coalition for Bulgaria (Socialist Party),European parliament,MEP,Member of the Bulgarian parliament ,Public Sector,Elected office,no,1,http://www.parliament.bg/en/MP/2342,,No,,,,,,,TI-BG,,,,,,
97230,Kristiina Ojuland,Estonia,ALDE,Reform Party,European parliament,MEP,Chairman of the People's Unity Party ,Public Sector,Political party,no,1,http://rue.ee/WP/erakond/juhatus/,,No,,,,Check this,,Have not been able to locate the society in questiion. Unable to locate currect occuption,Raphael,,,,,,
97009,Kriton Arsenis,Greece,S&D,Panhellenic Socialist movement,European parliament,MEP,Founder of Road Free initiative (forest protection),NGO,NGO,no,1,http://roadfree.org/,,No,,,PASOK,,,,Raphael,,,,,,
96788,Krzysztof Lisek,Poland,EPP,Civic Platform,European parliament,MEP,"Advisor on EU Affairs, Foreign & Defence Policy at Fipra International.",Private Sector,Consultancy,yes ,1,https://www.linkedin.com/in/krzysztof-lisek-7a6259bb,,Yes,,,,,,,Raphael,,,,,,
4283,Kurt Lechner,Germany,EPP,Christian Democratic Union,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,https://en.wikipedia.org/wiki/Kurt_Lechner,,No,,,,,,,Raphael,,,,,,
28514,Kyriacos Triantaphyllides,Cyprus,GUE/NGL,Progressive Party of Working People,European parliament,MEP,Professor at the University of Porto; National Board of Left Bloc.,Academia,University,no,2,https://en.wikipedia.org/wiki/Kyriacos_Triantaphyllides,,No,,,,,,,TI-CY,,,,,,
96906,Kyriakos Mavronikolas,Cyprus,S&D,Movement for Social Democracy,European parliament,MEP,Ophtalmologist,Private Sector,Self-employed,no,1,https://en.wikipedia.org/wiki/Kyriakos_Mavronikolas,,No,,,,,,,Raphael,,,,,,
96878,Lajos Bokros,Hungary,ECR,Democratic Forum,European parliament,MEP,Professor at the Central European University; Leader of the Movement for a Modern Hungary; Economist,Academia,University,no,1,https://people.ceu.edu/lajos_bokros,,No,,,,,,,TI-HU,,,,,,
23820,László Surján,Hungary,EPP,Fidesz–Hungarian Civic Union,European parliament,MEP,Retired,Other,Retired / Deceased,no,1,,,No,,,,,,,TI-HU,,,,,,
96905,Laurence J.A.J. Stassen,Netherlands,NI,Party for Freedom,European parliament,MEP,President of the Voor Nederland Party ,Public Sector,Political party,no,1,https://www.vnl.nu/bestuur/,,No,,,PVV,,,,Raphael,,,,,,
28127,Lena Ek,Sweden,ALDE,Centre Party,European parliament,MEP,Member of the Swedish parliament,Public Sector,Elected office,no,1,https://www.riksdagen.se/sv/ledamoter-partier/ledamot/lena-ek_0438928446810,,No,,,C,,,,Raphael,,,,,,
96785,Lena Kolarska-Bobinska,Poland,EPP,Civic Platform,European parliament,MEP,National Board Member of the Civic Platform,Other,Retired / Deceased,no,1,https://pl.wikipedia.org/wiki/Lena_Kolarska-Bobi%C5%84ska,,No,,,,Potentially retired,,,Raphael,,,,,,
96888,Leonardo Domenici,Italy,S&D,Democratic Party,European parliament,MEP,No information available; Currently awaiting judicial review by the public prosecutor,Unknown,Unknown,Unknown,1,http://www.panorama.it/news/politica/strapotere-ai-giudici-cari-ex-compagni-e-colpa-nostra/,,No,,,DP,,,,Raphael,,,,,,
96692,Leonidas Donskis,Lituania,ALDE,Liberal Movement,European parliament,MEP,Deceased,Other,Retired / Deceased,no,1,https://en.wikipedia.org/wiki/Leonidas_Donskis,,No,,,,,,,TI-LT,,,,,,
