name,id,voted,votes,percent,active
"Joëlle BERGERON",124740,1812,2058,88.05,True
"Karoline GRASWANDER-HAINZ",133316,822,934,88.01,True
"António MARINHO E PINTO",124742,1811,2058,88.00,True
"Tonino PICULA",112744,1811,2058,88.00,True
"Esther de LANGE",38398,1809,2058,87.90,True
"Angel DZHAMBAZKI",124873,1808,2058,87.85,True
"Michael CRAMER",28238,1807,2058,87.80,True
"Christian EHLER",28226,1807,2058,87.80,True
"Tokia SAÏFI",4345,1807,2058,87.80,True
"Sylvie GOULARD",97137,1805,2058,87.71,True
"Josep-Maria TERRICABRAS",124932,1805,2058,87.71,True
"Peter LIESE",1927,1804,2058,87.66,True
"András GYÜRK",23816,1803,2058,87.61,True
"Marc TARABELLA",29579,1803,2058,87.61,True
"Soraya POST",124997,1802,2058,87.56,True
"Michèle RIVASI",96743,1802,2058,87.56,True
"Philippe LOISEAU",125684,1801,2058,87.51,True
"Pilar AYUSO",4319,1799,2058,87.41,True
"Nikos ANDROULAKIS",125110,1798,2058,87.37,True
"Juan Carlos GIRAUTA VIDAL",125052,1798,2058,87.37,False
"Isabelle THOMAS",114279,1798,2058,87.37,True
"John Stuart AGNEW",96897,1797,2058,87.32,True
"Jean ARTHUIS",124773,1795,2058,87.22,True
"Takis HADJIGEORGIOU",96907,1795,2058,87.22,True
"Barbara LOCHBIHLER",96728,1795,2058,87.22,True
"Nicolas BAY",124760,1794,2058,87.17,True
"Fabio DE MASI",124858,1794,2058,87.17,True
"Iuliu WINKLER",39725,1794,2058,87.17,True
"Kashetu KYENGE",124801,1792,2058,87.07,True
"Miguel VIEGAS",125100,1792,2058,87.07,True
"Antanas GUOGA",124763,1791,2058,87.03,True
"Maite PAGAZAURTUNDÚA RUIZ",125038,1791,2058,87.03,True
"Jacqueline FOSTER",4553,1790,2058,86.98,True
"Marian HARKIN",28116,1790,2058,86.98,True
"Paolo DE CASTRO",96891,1788,2058,86.88,True
"Marek Józef GRÓBARCZYK",96790,1786,2058,86.78,False
"Maria SPYRAKI",125064,1785,2058,86.73,True
"Jean-Marie CAVADA",28206,1784,2058,86.69,True
"Andrzej GRZYB",23785,1784,2058,86.69,True
"Georgios KYRTSOS",125063,1784,2058,86.69,True
"László TŐKÉS",39726,1784,2058,86.69,True
"David-Maria SASSOLI",96864,1783,2058,86.64,True
"David McALLISTER",124806,1782,2058,86.59,True
"Sven GIEGOLD",96730,1781,2058,86.54,True
"Antonio LÓPEZ-ISTÚRIZ WHITE",28399,1781,2058,86.54,True
"Gianni PITTELLA",4436,1780,2058,86.49,True
"James NICHOLSON",1318,1779,2058,86.44,True
"Georgi PIRINSKI",124855,1779,2058,86.44,True
"Birgit SIPPEL",96932,1778,2058,86.39,True
"David BORRELLI",124796,1777,2058,86.35,True
"Andrea COZZOLINO",96880,1774,2058,86.20,True
"Agnes JONGERIUS",125021,1773,2058,86.15,True
"Richard SULÍK",124928,1771,2058,86.05,True
"Claude MORAES",4519,1770,2058,86.01,True
"Paloma LÓPEZ BERMEJO",125047,1769,2058,85.96,True
"Younous OMARJEE",30482,1769,2058,85.96,True
"Csaba MOLNÁR",124722,1767,2058,85.86,True
"Petri SARVAMAA",112611,1767,2058,85.86,True
"Peter van DALEN",96809,1767,2058,85.86,True
"Nadine MORANO",72779,1763,2058,85.67,True
"Geoffrey VAN ORDEN",4513,1762,2058,85.62,True
"Marit PAULSEN",4270,1308,1529,85.55,False
"Rina Ronja KARI",122885,1760,2058,85.52,True
"Liadh NÍ RIADA",124987,1758,2058,85.42,True
"Jean-Luc SCHAFFHAUSER",124755,1756,2058,85.33,True
"Glenis WILLMOTT",35743,1756,2058,85.33,True
"Gabriele PREUSS",124888,1753,2058,85.18,True
"Aymeric CHAUPRADE",124752,1752,2058,85.13,True
"Nils TORVALDS",114268,1749,2058,84.99,True
"Nathan GILL",124965,1748,2058,84.94,True
"Marc JOULAUD",124728,1748,2058,84.94,True
"Indrek TARAND",97136,1748,2058,84.94,True
"Anna Maria CORAZZA BILDT",96674,1747,2058,84.89,True
"Agustín DÍAZ DE MERA GARCÍA CONSUEGRA",28397,1741,2058,84.60,True
"Pablo ZALBA BIDEGAIN",96763,1741,2058,84.60,True
"Jarosław KALINOWSKI",96771,1738,2058,84.45,True
"Fulvio MARTUSCIELLO",124828,1737,2058,84.40,True
"Sven SCHULZE",124809,1736,2058,84.35,True
"Hilde VAUTMANS",130100,1564,1855,84.31,True
"Lynn BOYLAN",124984,1735,2058,84.31,True
"Artis PABRIKS",124743,1735,2058,84.31,True
"Sandra KALNIETE",96934,1734,2058,84.26,True
"Werner LANGEN",1928,1733,2058,84.21,True
"Sirpa PIETIKÄINEN",40599,1733,2058,84.21,True
"James CARVER",124971,1732,2058,84.16,True
"David CAMPBELL BANNERMAN",96912,1727,2058,83.92,True
"Robert ROCHEFORT",97022,1725,2058,83.82,True
"Marine LE PEN",28210,1720,2058,83.58,True
"Patrick LE HYARIC",96735,1719,2058,83.53,True
"Alessia Maria MOSCA",124868,1719,2058,83.53,True
"Boris ZALA",96656,1718,2058,83.48,True
"Elmar BROK",1263,1714,2058,83.28,True
"Marek JUREK",124892,1714,2058,83.28,True
"Miltiadis KYRKOS",125113,1714,2058,83.28,True
"Joëlle MÉLIN",124765,1714,2058,83.28,True
"Renate SOMMER",4282,1714,2058,83.28,True
"Michael THEURER",96871,1713,2058,83.24,True
"Philippe JUVIN",96884,1712,2058,83.19,True
"Izaskun BILBAO BARANDICA",96922,1710,2058,83.09,True
"Agnieszka KOZŁOWSKA-RAJEWICZ",124889,1709,2058,83.04,True
"Tomasz Piotr PORĘBA",96801,1709,2058,83.04,True
"György HÖLVÉNYI",124715,1704,2058,82.80,True
"Morten MESSERSCHMIDT",96663,1704,2058,82.80,True
"Cláudia MONTEIRO DE AGUIAR",124734,1702,2058,82.70,True
"Inese VAIDERE",28617,1702,2058,82.70,True
"David COBURN",124967,1700,2058,82.60,True
"Louis ALIOT",30190,1696,2058,82.41,True
"Virginie ROZIÈRE",103845,1692,2058,82.22,True
"Markus FERBER",1917,1691,2058,82.17,True
"Brice HORTEFEUX",5565,1691,2058,82.17,True
"Nedzhmi ALI",34250,1688,2058,82.02,True
"Anna HEDH",28131,1688,2058,82.02,True
"Sajjad KARIM",28481,1688,2058,82.02,True
"Barbara MATERA",96813,1688,2058,82.02,True
"Janusz WOJCIECHOWSKI",23784,1687,2058,81.97,True
"Laurenţiu REBEGA",124792,1681,2058,81.68,True
"Ramona Nicole MĂNESCU",39717,1679,2058,81.58,True
"Florian PHILIPPOT",110977,1675,2058,81.39,True
"Ilhan KYUCHYUK",124866,1673,2058,81.29,True
"Stelios KOULOGLOU",130833,1470,1809,81.26,True
"Bruno GOLLNISCH",1164,1671,2058,81.20,True
"Eva KAILI",125109,1670,2058,81.15,True
"Jytte GUTELAND",124991,1669,2058,81.10,True
"Janusz LEWANDOWSKI",23781,1669,2058,81.10,True
"Petr MACH",84175,1669,2058,81.10,True
"Bendt BENDTSEN",96705,1668,2058,81.05,True
"Jan ZAHRADIL",23712,1663,2058,80.81,True
"Gunnar HÖKMARK",28124,1662,2058,80.76,True
"Viviane REDING",1185,1662,2058,80.76,True
"Algirdas SAUDARGAS",96696,1662,2058,80.76,True
"Anneliese DODDS",124969,1661,2058,80.71,True
"Dieter-Lebrecht KOCH",1852,1654,2058,80.37,True
"Jan Philipp ALBRECHT",96736,1652,2058,80.27,True
"Hans JANSEN",125029,585,730,80.14,False
"Burkhard BALZ",96997,1648,2058,80.08,True
"Monika HOHLMEIER",96780,1648,2058,80.08,True
"Pilar del CASTILLO VERA",28390,1640,2058,79.69,True
"Daciana Octavia SÂRBU",33989,1636,2058,79.49,True
"Ruža TOMAŠIĆ",119431,1635,2058,79.45,True
"Juan Fernando LÓPEZ AGUILAR",96812,1632,2058,79.30,True
"Diane JAMES",124939,1631,2058,79.25,True
"Patrick O'FLYNN",124940,1630,2058,79.20,True
"Philippe LAMBERTS",96648,1628,2058,79.11,True
"Czesław Adam SIEKIERSKI",23787,1626,2058,79.01,True
"Marcel de GRAAFF",125025,1626,2058,79.01,True
"Alexander Graf LAMBSDORFF",28242,1625,2058,78.96,True
"Janice ATKINSON",124938,1624,2058,78.91,True
"Elena VALENCIANO",4334,1621,2058,78.77,True
"Roger HELMER",4516,1620,2058,78.72,True
"Jacek SARYUSZ-WOLSKI",28297,1618,2058,78.62,True
"Christofer FJELLNER",28126,1617,2058,78.57,True
"Ryszard Antoni LEGUTKO",96796,1616,2058,78.52,True
"Guy VERHOFSTADT",97058,1616,2058,78.52,True
"Andrey NOVAKOV",107212,1565,1994,78.49,True
"Stanisław ŻÓŁTEK",124902,1612,2058,78.33,True
"Tanja FAJON",96911,1607,2058,78.09,True
"Iskra MIHAYLOVA",125128,1601,2058,77.79,True
"Sabine VERHEYEN",96756,1600,2058,77.75,True
"Rikke KARLSSON",124876,1597,2058,77.60,True
"João FERREIRA",96706,1596,2058,77.55,True
"Eleni THEOCHAROUS",25704,1591,2058,77.31,True
"Gabriel MATO",96936,1588,2058,77.16,True
"Mike HOOKEM",124957,1585,2058,77.02,True
"Alessandra MUSSOLINI",28429,1585,2058,77.02,True
"Sander LOONES",128717,1582,2058,76.87,True
"Maurice PONGA",96931,1580,2058,76.77,True
"Emil RADEV",124850,1579,2058,76.72,True
"Andi CRISTEA",40224,1574,2058,76.48,True
"Kati PIRI",37229,1571,2058,76.34,True
"Konstantinos PAPADAKIS",125093,1568,2058,76.19,True
"Rolandas PAKSAS",96694,1565,2058,76.04,True
"Jens ROHDE",96710,1565,2058,76.04,True
"Monika SMOLKOVÁ",96655,1562,2058,75.90,True
"Amjad BASHIR",124956,1561,2058,75.85,True
"Paul TANG",125020,1560,2058,75.80,True
"Viorica DĂNCILĂ",95281,1559,2058,75.75,True
"Johannes Cornelis van BAALEN",96937,1559,2058,75.75,True
"Jane COLLINS",124955,1551,2058,75.36,True
"Raffaele FITTO",4465,1545,2058,75.07,True
"Jørn DOHRMANN",124878,1543,2058,74.98,True
"Demetris PAPADAKIS",124692,1542,2058,74.93,True
"Esther HERRANZ GARCÍA",22418,1541,2058,74.88,True
"Michał BONI",124896,1539,2058,74.78,True
"Ian HUDGHTON",2338,1533,2058,74.49,True
"Ulla TØRNÆS",124880,1531,2058,74.39,True
"Antonio TAJANI",2187,1530,2058,74.34,True
"Nuno MELO",96978,1528,2058,74.25,True
"Frank ENGEL",96876,1524,2058,74.05,True
"Rachida DATI",72775,1521,2058,73.91,True
"Marie-Christine VERGIAT",96858,1516,2058,73.66,True
"Raymond FINCH",124941,1515,2058,73.62,True
"Georgios KATROUGKALOS",125062,183,249,73.49,False
"Kerstin WESTPHAL",96839,1512,2058,73.47,True
"Sorin MOISĂ",124789,1509,2058,73.32,True
"Mariya GABRIEL",96848,1508,2058,73.28,True
"Lorenzo CESA",28451,1506,2058,73.18,True
"Jiří MAŠTÁLKA",23704,1505,2058,73.13,True
"Louis-Joseph MANSCOUR",124725,1501,2058,72.93,True
"Giorgos GRAMMATIKAKIS",125112,1494,2058,72.59,True
"Ádám KÓSA",96829,1487,2058,72.25,True
"Bill ETHERIDGE",124951,1481,2058,71.96,True
"Julia REID",106202,1481,2058,71.96,True
"Marita ULVSKOG",96672,1478,2058,71.82,True
"Roberts ZĪLE",28615,1470,2058,71.43,True
"Diane DODDS",96951,1464,2058,71.14,True
"Teresa JIMÉNEZ-BECERRIL BARRIO",96806,1464,2058,71.14,True
"Hannu TAKKULA",28316,1462,2058,71.04,True
"Tamás MESZERICS",124720,1460,2058,70.94,True
"Dawid Bohdan JACKIEWICZ",124882,1458,2058,70.85,False
"William (The Earl of) DARTMOUTH",96958,1443,2058,70.12,True
"Janusz KORWIN-MIKKE",124879,1443,2058,70.12,True
"Gerard BATTEN",28497,1437,2058,69.83,True
"Godelieve QUISTHOUDT-ROWOHL",1055,1433,2058,69.63,True
"Cătălin Sorin IVAN",96857,1430,2058,69.48,True
"Krisztina MORVAI",96661,1430,2058,69.48,True
"Renaud MUSELIER",124729,1430,2058,69.48,True
"Elissavet VOZEMBERG-VRIONIDI",125065,1428,2058,69.39,True
"Kostadinka KUNEVA",125092,1425,2058,69.24,True
"Ángela VALLINA",125050,1421,2058,69.05,True
"Dan NICA",124784,1419,2058,68.95,True
"Mircea DIACONU",124805,1416,2058,68.80,True
"Reinhard BÜTIKOFER",96739,1415,2058,68.76,True
"Ramon TREMOSA i BALCELLS",97203,1411,2058,68.56,True
"Kateřina KONEČNÁ",23699,1409,2058,68.46,True
"Hermann WINKLER",96764,1409,2058,68.46,True
"Steven WOOLFE",124966,1409,2058,68.46,True
"Timothy KIRKHOPE",4542,1407,2058,68.37,True
"Andrzej DUDA",124899,568,831,68.35,False
"Aldo PATRICIELLO",36392,1404,2058,68.22,True
"Daniel HANNAN",4555,1402,2058,68.12,True
"Sergei STANISHEV",124852,1395,2058,67.78,True
"Miloslav RANSDORF",23706,1390,2058,67.54,True
"Adina-Ioana VĂLEAN",37324,1384,2058,67.25,True
"Helga TRÜPEL",28240,1376,2058,66.86,True
"Cristian-Silviu BUŞOI",38420,1372,2058,66.67,True
"Theodoros ZAGORAKIS",125067,1368,2058,66.47,True
"Manolis KEFALOGIANNIS",125068,1367,2058,66.42,True
"Sotirios ZARIANOPOULOS",125090,1365,2058,66.33,True
"Syed KAMALL",33569,1349,2058,65.55,True
"Louise BOURS",124964,1325,2058,64.38,True
"Paul NUTTALL",96805,1319,2058,64.09,True
"Béla KOVÁCS",102887,1312,2058,63.75,True
"Tim AKER",99650,1309,2058,63.61,True
"Eduard-Raul HELLVIG",37448,189,300,63.00,False
"Valdemar TOMAŠEVSKI",96697,1291,2058,62.73,True
"Nirj DEVA",4556,1289,2058,62.63,True
"Keith TAYLOR",102931,1269,2058,61.66,True
"Santiago FISAS AYXELÀ",96729,1236,2058,60.06,True
"Margot PARKER",124945,1223,2058,59.43,True
"Tamás DEUTSCH",96826,1221,2058,59.33,True
"Thomas HÄNDEL",96851,1168,2058,56.75,True
"Alessandra MORETTI",124799,137,249,55.02,False
"Viktor USPASKICH",96698,1126,2058,54.71,True
"Pirkko RUOHONEN-LERNER",132366,865,1589,54.44,True
"Renato SORU",124860,1118,2058,54.32,True
"Iveta GRIGULE",124745,1106,2058,53.74,True
"Annemie NEYTS-UYTTEBROECK",1946,106,203,52.22,False
"Nigel FARAGE",4525,893,2058,43.39,True
"Martin SONNEBORN",124834,826,2058,40.14,True
"Auke ZIJLSTRA",103246,772,2058,37.51,True
"Pina PICIERNO",124846,710,2058,34.50,True
"Nikolaos CHOUNTIS",26851,668,2058,32.46,True
"Nikolay BAREKOV",124871,619,2058,30.08,True
"Jean-Marie LE PEN",1023,605,2058,29.40,True
"Olli REHN",2119,135,469,28.78,False
"Louis IDE",125108,53,190,27.89,False
"Giovanni TOTI",124764,275,1124,24.47,False
"Miguel ARIAS CAÑETE",1351,10,58,17.24,False
"Andrus ANSIP",124696,4,58,6.90,False
"Corina CREȚU",33997,4,58,6.90,False
"Valdis DOMBROVSKIS",28618,4,58,6.90,False
"Christos STYLIANIDES",124688,4,58,6.90,False
"Martin SCHULZ",1911,88,2058,4.28,True
"Philip BRADBOURN",4540,0,203,0.00,False
"Brian CROWLEY",2109,0,2058,0.00,True
"Marianne THYSSEN",1832,0,58,0.00,False
