status,unregistered,ec_representative,created_at,updated_at,date,participants,location,ec_org,cancelled,deregistered,id,subject
active,,Julie Fionda,2015-05-07T23:07:30.252025,2015-09-28T01:01:18.257947,2015-02-04T00:00:00,European Round Table of Industrialists(6f1a228ff07f4768b63eb8411651f36e),Phone call,Cabinet members of Commissioner Marianne Thyssen,False,,2bfc0cbeea6c8281a62c2578aa6b4d91,Youth unemployment
active,,Stefaan Hermans,2015-05-07T23:07:30.266788,2015-09-28T01:01:18.287557,2015-02-04T00:00:00,"Österreichischer Gewerkschaftsbund(c0bfcab72d814e0692525b4ac7249106), Bundesarbeitskammer Österreich(32fca569110d4723ae67ce504ce3a72c)","Brussels, Belgium",Cabinet members of Commissioner Marianne Thyssen,False,,1acead3557034e9486065a99a78e41e4,Social and employment priorities of the European Commission
active,,Julie Fionda,2015-05-07T23:07:30.307540,2015-09-28T01:01:18.373228,2015-02-04T00:00:00,Nestlé S.A.(9366ab1927f54458ab9546730efeeb10),"Brussels, Belgium",Cabinet members of Commissioner Marianne Thyssen,False,,9beb17b6248f0ea3462daa26bb5911ef,Youth employability and apprenticeships
active,,Inge Bernaerts,2015-05-07T23:07:30.323798,2015-09-28T01:01:18.408449,2015-02-02T00:00:00,"Koninklijke Federatie van Belgische Transporteurs en Logistieke Dienstverleners - Fédération Royale Belge des Transporteurs et des Prestataires de Services Logistiques(43e886bbecb24254bf922da1c77c1c94), European Road Haulers Association(883d8c961c1c41088b11907b2b555ee9)","Brussels, Belgium",Cabinet members of Commissioner Marianne Thyssen,False,,6cc662c30730cfaee99219797269eaf1,Labour conditions in the transport section
active,,Vasiliki Kokkori,2015-05-07T23:07:30.363909,2015-09-28T01:01:18.458917,2015-02-02T00:00:00,ARCTURUS GROUP(a0da9d2b83be4318a83d75428757d3e8),"Brussels, Belgium",Cabinet members of Commissioner Marianne Thyssen,False,,912cb1ef5369836ed24992c3191860d2,Social standards and quality of employment
active,,Stefaan Hermans,2015-05-07T23:07:30.382128,2015-09-28T01:01:18.492460,2015-01-27T00:00:00,Deutscher Gewerkschaftsbund(543113383f654aeebcd334590edc0ecc),"Brussels, Belgium",Cabinet members of Commissioner Marianne Thyssen,False,,2692070ad1a56d816a8401586129169c,General prospects for social dialogue in Europe
active,,Vasiliki Kokkori,2015-05-07T23:07:30.400377,2015-09-28T01:01:18.516675,2015-01-27T00:00:00,Eurochild AISBL(a7464dffbccc405b8eaae31e387391a2),Brussels,Cabinet members of Commissioner Marianne Thyssen,False,,4627994f5aa33dd22b86b33d3ad5374a,Meeting to discuss child poverty in the EU2020 strategy
active,,Vasiliki Kokkori,2015-05-07T23:07:30.419360,2015-09-28T01:01:18.578735,2015-01-23T00:00:00,McDonald's Europe(5c50e569b99246c39b136acd5a0ef21c),Brussels,Cabinet members of Commissioner Marianne Thyssen,False,,4f1ee1f48981290f6abe89eada611bb6,Meeting to present company’s youth employment intiative
active,,Ruth Paserman,2015-05-07T23:07:30.501398,2015-09-28T01:01:18.709244,2014-12-10T00:00:00,Confederazione Generale dell'Industria Italiana(1a5f781c0bae4abaa84e3126489580c7),Brussels,Cabinet members of Commissioner Marianne Thyssen,False,,fc703325839f8708e665fdc8e3385551,Employment policies
inactive,,Stefaan Hermans Vasiliki Kokkori,2015-05-07T23:07:30.438988,2015-07-06T16:50:57.751966,2015-01-22T00:00:00,European Anti Poverty Network(a674f6b8cb3a482eac9469e668032897),Brussels,Cabinet members of Commissioner Marianne Thyssen,False,,96f5b48f65ce69498ff7787baa21b0dd,Meeting to discuss EU policy responses in the field of poverty and social exclusion.
inactive,,Inge Bernaerts,2015-05-07T23:07:30.458585,2015-07-06T16:50:57.791523,2015-01-08T00:00:00,"European Construction Industry Federation(475974d1dafd4e779bd6831b194406a9), EUROPEAN FEDERATION OF BUILDING AND WOODWORKERS(e67e3e815d594843b97bb731edcd61dd)",Brussels,Cabinet members of Commissioner Marianne Thyssen,False,,c6dfc27d70ecdc24a801be8839eb6320,Labour mobility
inactive,,Raf De Backer,2015-05-07T23:07:30.483270,2015-07-06T16:50:57.865820,2014-12-19T00:00:00,Boerenbond(faa27b6b1ac644e5a74f6eb64f374eb7),BRUSSELS - BELGIUM,Cabinet members of Commissioner Marianne Thyssen,False,,a2d5452ed868e8c0cf52835a8c147de2,European agricultural policy and labour mobility
active,,Inge Bernaerts,2015-05-07T23:07:30.511138,2015-09-28T01:01:18.757363,2014-12-09T00:00:00,BUSINESSEUROPE(4455ab5dd3eb4f4493998d02bd3150b7),Brussels,Cabinet members of Commissioner Marianne Thyssen,False,,8c1865c4556ba4f891a385735ad317bf,EU social and employment policy
active,,Inge Bernaerts,2015-05-07T23:07:30.521536,2015-09-28T01:01:18.802160,2014-12-09T00:00:00,European Confederation of Private Employment Services(8c803e261d7445ef982370716de54b30),Brussels,Cabinet members of Commissioner Marianne Thyssen,False,,2e71bd8cfef7e0fff7c5bc584f7d9e40,Introductory meeting
active,,Inge Bernaerts,2015-05-07T23:07:30.532514,2015-09-28T01:01:18.847718,2014-12-09T00:00:00,Gemeentelijk Havenbedrijf Antwerpen(ebc4175ccb984657b25572e892d2ca41),Brussels,Cabinet members of Commissioner Marianne Thyssen,False,,b91f36fb975bf0a4379235b97c75fedd,EU Policy and its impact on harbours
active,,Stefaan Hermans Julie Fionda,2015-05-07T23:07:30.543148,2015-09-28T01:01:18.880301,2014-12-02T00:00:00,Nestlé S.A.(9366ab1927f54458ab9546730efeeb10),"Brussels, Belgium",Cabinet members of Commissioner Marianne Thyssen,False,,db3415cac545146f27abd7db7fd3776a,Nestlé's experience as a founding pledge company in the European Alliance for Apprenticeships
active,,Commissioner Pierre Moscovici,2015-05-07T23:07:30.553341,2015-09-28T01:01:18.922084,2015-04-20T00:00:00,European Newspaper Publishers' Association(c48b5be6853f4085bfc0fd935b13d3e8),"Brussels, Belgium",,False,,aa8971bfd2bc6d1121ba01566d6c2e29,TVA et presse en ligne
active,,Commissioner Pierre Moscovici,2015-05-07T23:07:30.614568,2015-09-28T01:01:19.015332,2015-03-03T00:00:00,"L'Oréal(ef300129d4904e40a109a44a9743675c), LVMH Publica(f4adfc02d5fb4e9ca729dcd67fd56251)",Bruxelles,,False,,9e4d4eab9442f6fdd8dddebb34f6a3ad,Parfumerie fine et dénaturants
inactive,,Commissioner Pierre Moscovici,2015-05-07T23:07:30.574753,2015-06-06T01:34:48.852440,2015-03-27T00:00:00,BNP PARIBAS(33597e7ffaf946858596408dcfe122d2),Paris,,False,,bedea0af789ee52ab58de69506e218b7,réforme bancaire et stabilité financière en Europe
inactive,,Commissioner Pierre Moscovici,2015-05-07T23:07:30.681258,2015-06-16T01:01:36.980696,2015-01-22T00:00:00,Facebook Ireland Limited(f54ef0b0a4da4700b2168654f2d3d0aa),Davos,,False,,ee04e49a9b390db5c02a53239fa465a8,"Meeting with Mr Kaplan, Vice-President Global, Facebook"
active,,Commissioner Pierre Moscovici,2015-05-07T23:07:30.636486,2015-09-28T01:01:19.052561,2015-02-19T00:00:00,ELECTRICITE DE FRANCE(0963b57e4d6f482eaf5158219efa9a21),Bruxelles,,False,,fb16206d5bef1c8038bf617fe6a38827,Union Européenne de l'Energie
active,,Commissioner Pierre Moscovici,2015-05-07T23:07:30.644410,2015-09-28T01:01:19.077508,2015-02-12T00:00:00,General Electric Company(495f921aa201408aba0d56c98fffeff5),Bruxelles,,False,,12af04877241040045f79f94865ebeb7,Union européenne de l'Energie
active,,Commissioner Pierre Moscovici,2015-05-07T23:07:30.654227,2015-09-28T01:01:19.106307,2015-01-22T00:00:00,ArcelorMittal(0c8ebebcfc2f4e3eb6a6684f3d35d3db),Davos,,False,,1f7665eb65b48cc6ec154fb85a82559f,Meeting with Mr Lakshmi Mittal
active,,Commissioner Pierre Moscovici,2015-05-07T23:07:30.664068,2015-09-28T01:01:19.134080,2015-01-22T00:00:00,World Economic Forum(b5dc46d7cc2845f395bf4deac8091456),Davos,,False,,888934540a4eaa833163f3b8f735a1dd,"Meeting with Mr. Schwab, World Economic Forum"
active,,Commissioner Pierre Moscovici,2015-05-07T23:07:30.672653,2015-09-28T01:01:19.167046,2015-01-22T00:00:00,Bloomberg(8db609d5a1184ac486896cd4334040ce),Davos,,False,,0d168936810f1b9c239633770183329a,"Meeting with Mr Grauer, Global Chairman"
active,,Julie Fionda,2015-05-07T23:07:30.166269,2015-09-13T01:45:25.568959,2015-02-19T00:00:00,LVMH Publica(f4adfc02d5fb4e9ca729dcd67fd56251),"Brussels, Berl 10/400",Cabinet members of Commissioner Marianne Thyssen,False,,189021f0be5231007a5cc2ecf1d6d0e7,Skills and Apprenticeships
inactive,,Julie Fionda Stefaan Hermans,2015-05-07T23:07:30.210303,2015-06-18T01:04:24.001156,2015-02-10T00:00:00,ThyssenKrupp(e9fc9a6bbbd5491581f2c166e4139d0d),Berlaymont,Cabinet members of Commissioner Marianne Thyssen,False,,84089a9c261ccc2f8934bf3a0e34507c,Dual learning and apprenticeships
active,,Julie Fionda,2015-05-07T23:07:30.180767,2015-09-13T01:45:25.625057,2015-02-18T00:00:00,European Plastics Converters Association(a36a97d0dec8483f9211d4e38f5bf2ae),"Brussels, Berl 10/400",Cabinet members of Commissioner Marianne Thyssen,False,,8bb3b091bf97d273a82e520fc2661607,Skills
inactive,,Commissioner Pierre Moscovici,2015-05-07T23:07:30.586183,2015-06-01T01:22:45.682180,2015-03-20T00:00:00,SUEZ(7e965356479d43179549ccf2a724d446),Paris,,False,,5a34376c0af5266062f67adde05b820d,Economie Circulaire
inactive,,Commissioner Pierre Moscovici,2015-05-07T23:07:30.595287,2015-06-01T01:22:45.793068,2015-03-20T00:00:00,ENGIE(3398b602418f41088f1b5c1b9a82baa7),Bruxelles,,False,,4e36df6469419adca1f398753ce9eebf,Economie Circulaire
inactive,,Commissioner Pierre Moscovici,2015-05-07T23:07:30.564910,2015-06-06T01:34:48.808599,2015-04-14T00:00:00,Manufacture Française des Pneumatiques Michelin(d1a1962721014154aadfd4909d9ad7f0),"Brussels, Belgium",,False,,5616ce11e9b1b2463944a00894f9534a,compétitivité des entreprises européennes
active,,Maria Elena Scoppio,2015-05-07T23:07:30.717673,2015-09-28T01:01:19.299092,2015-04-20T00:00:00,European Newspaper Publishers' Association(c48b5be6853f4085bfc0fd935b13d3e8),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,444e50349cc7a31361e0e523454a1120,TVA et presse en ligne
active,,Maria Elena Scoppio,2015-05-07T23:07:30.749005,2015-09-28T01:01:19.376177,2015-04-14T00:00:00,OXFAM INTERNATIONAL EU ADVOCACY OFFICE(d315a34ebb9c44918535d191b85d20c4),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,5407c8d9794ef1997f02532f7aaf566b,European Commission's agenda to reform corporate tax rules
inactive,,Fabien Dell,2015-05-07T23:07:30.806965,2015-06-01T01:22:46.217421,2015-03-31T00:00:00,Société des auteurs et compositeurs dramatiques(77d35dac815d46b097cd1a78680f50b8),Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,35109f05fb6330703170886bbd82d5e7,Digital Single Market
active,,Maria Elena Scoppio,2015-05-07T23:07:30.779437,2015-09-28T01:01:19.423446,2015-04-10T00:00:00,RTL Group(489a3857156d454d810fd60bbced4af5),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,30d2277a4eb4d94aacff3d24e28a1ad4,Hungarian advertising tax
inactive,,Maria Elena Scoppio,2015-05-07T23:07:30.757530,2015-06-06T01:34:49.183008,2015-04-14T00:00:00,"La Française des Jeux(9e928957e2fe48909927bb621b8dbdf1), G Plus Ltd(1ea84645fd90481c9956bdc2924aa2e1)","Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,7a714b626e606fdc0ed98e026b7ccecb,initiatives de la Commission dans le secteur des jeux et des paris
active,,Fabien Dell,2015-05-07T23:07:30.789266,2015-09-28T01:01:19.459689,2015-04-09T00:00:00,DOUX(94a279ac22344b1c8b762208d335f979),Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,c01fdf45124c69fd9ffb8431762f83e2,Situation du groupe DOUX
active,,Maria Elena Scoppio,2015-05-07T23:07:30.919784,2015-09-28T01:01:19.687368,2015-03-25T00:00:00,Audiovisual Anti-Piracy Alliance(9dfc189d24e24a938690fad55dab34d2),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,88987d4d38ce86819510339c7b82bf88,Customs and piracy hardware
active,,Fabien Dell,2015-05-07T23:07:30.798285,2015-09-28T01:01:19.490912,2015-04-09T00:00:00,DOUX(94a279ac22344b1c8b762208d335f979),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,9cc7adb03eb4e637ce0f5b4bac1640ec,Situation du groupe DOUX
active,,Fabien Dell,2015-05-07T23:07:30.818817,2015-09-28T01:01:19.524719,2015-03-30T00:00:00,Orange(33061f0dfbea403e817949ef18d7db73),Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,dc7ead3ee6e6e5ec6629ff3914332543,Digital Single Market
active,,Ioana Diaconescu,2015-05-07T23:07:30.832179,2015-09-28T01:01:19.564375,2015-03-27T00:00:00,Deutsche Bank AG(32b9142f830c41b7a7ab8b85d04fd6a4),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,ac9d8758e63ca0949e29e64b64200b6e,Le secteur financier et des questions sur la stabilité financière
active,,Maria Elena Scoppio Malgorzata Iskra,2015-05-07T23:07:30.868328,2015-09-28T01:01:19.605264,2015-03-25T00:00:00,Confederation of European Community Cigarette Manufacturers(b40d45c3de02434fb081f626e8dfe5a9),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,eb1d73cef18c5572414c376fb59c3fcf,"Tobacco Product Directive, Revision of the Excise Directive"
active,,Fabien Dell,2015-05-07T23:07:30.902293,2015-09-28T01:01:19.641306,2015-03-25T00:00:00,Société Générale(9bf1dc7e52ce47298bafc340362bbc89),Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,f7c27f5fdfb12e9f69c6d58bbbcf6dc2,FTT
inactive,,Reinhard Felke,2015-05-07T23:07:31.279330,2015-06-04T01:51:27.932219,2015-03-04T00:00:00,Bertelsmann Stiftung(17f85078bf074085b3c8fdcdf3325c8b),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,be6a05c7e4059bfdc045d3b61da0def6,presentation of pilot study on the future of Economic and Monetary Union
active,,Fabien Dell,2015-05-07T23:07:30.939613,2015-09-28T01:01:19.716274,2015-03-25T00:00:00,Fédération Française des Télécoms(cfd4410dca1549149f1346bb3d11aa39),Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,56f9bc57ef1dbf5a81fdde79492e56fa,FTT
active,,Maria Elena Scoppio,2015-05-07T23:07:31.008309,2015-09-28T01:01:19.857777,2015-03-24T00:00:00,Institute of Chartered Accountants in England and Wales(7dbe9870ec254054ba8c73ca58b198e1),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,090a0ae6d6183d07d5eb0c4cc67bb156,EU plan on corporate tax
active,,Reinhard Felke,2015-05-07T23:07:31.016388,2015-09-28T01:01:19.892125,2015-03-24T00:00:00,KfW Bankengruppe(158e817b129b4638882966fa39ec4ae8),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,9021e3da136cd26c264b40ea71edb655,Investment Plan and role of national promotional banks
active,,Maria Elena Scoppio,2015-05-07T23:07:31.027991,2015-09-28T01:01:19.936117,2015-03-20T00:00:00,BlackRock(6017fce661974948beee29ac5444a4d3),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,020c8b1c31b2d4fb139599272a38831b,BEPS project
active,,Simon O'Connor Maria Elena Scoppio,2015-05-07T23:07:31.045779,2015-09-28T01:01:19.982200,2015-03-19T00:00:00,Foundation for an Open Society DOTS(7dfb33bae61c417f8e2bb64b6f5414b6),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,04a7d35f4f80cec63a0ed197e57792ee,Current european economic and fiscal issues
active,,Ioana Diaconescu,2015-05-07T23:07:31.065667,2015-09-28T01:01:20.026713,2015-03-17T00:00:00,Association of European Businesses(ccfb1791c2ae4cbf97e47b9059111e93),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,3ab88d5044d36825658892e8ea81b19a,Economic relations EU-Russia
active,,Maria Elena Scoppio,2015-05-07T23:07:31.104252,2015-09-28T01:01:20.094759,2015-03-11T00:00:00,spiritsEUROPE(d93b9bc79a9142f6b673c57bd03ceed7),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,db2b64f450c62bf0d4bdad2ec09a5472,Future perspectives on matter of taxation of alcohol
active,,Maria Elena Scoppio,2015-05-07T23:07:31.118850,2015-09-28T01:01:20.116323,2015-03-09T00:00:00,"European Newspaper Publishers' Association(c48b5be6853f4085bfc0fd935b13d3e8), European Magazine Media Association(a9b40d229fdc4096b448849552ab0900)","Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,ab6cd609529431575d279eb050a0d945,VAT and e-publications
active,,Maria Elena Scoppio,2015-05-07T23:07:31.157882,2015-09-28T01:01:20.163715,2015-03-06T00:00:00,European Express Association(303384f8658c4c75be9abcb180b00bdc),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,7e4f9fb5f527948f3f6b36ad9bf08f01,Customs issues
active,,Maria Elena Scoppio,2015-05-07T23:07:31.193464,2015-09-28T01:01:20.212672,2015-03-05T00:00:00,Confederazione Generale dell'Industria Italiana(1a5f781c0bae4abaa84e3126489580c7),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,2f788500088edd2743082fcdb5e22749,VAT issues
active,,Maria Elena Scoppio,2015-05-07T23:07:31.211123,2015-09-28T01:01:20.234572,2015-03-04T00:00:00,European Banking Federation(8ea6bebcad5e45529df0c454c1dd2545),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,1655d1c0eba57d51d832011433682925,EU fiscal policy
active,,Fabien Dell,2015-05-07T23:07:31.259857,2015-09-28T01:01:20.286156,2015-03-04T00:00:00,Airbus Group N.V.(369f73cbcd63403cbbee3043af38b12b),Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,80987bbd1b772297db11feaea31fa8db,Visite de courtoisie
inactive,,Maria Elena Scoppio,2015-05-07T23:07:30.739970,2015-06-06T01:34:49.109868,2015-04-14T00:00:00,Manufacture Française des Pneumatiques Michelin(d1a1962721014154aadfd4909d9ad7f0),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,990b0a260b65bea465d8ea005136cec9,compétitivité des entreprises européennes
inactive,,Reinhard Felke,2015-05-07T23:07:30.852015,2015-06-01T01:22:46.309498,2015-03-27T00:00:00,Gesamtverband der Deutschen Versicherungswirtschaft e.V.(10458085048d449aa9ae55c9fd2f0296),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,accaed46ee6cc7219854cc9560a5132e,Economic and financial situation in the EU
inactive,,Fabien Dell,2015-05-07T23:07:30.887842,2015-06-01T01:22:46.389159,2015-03-25T00:00:00,Le Cercle de l'Industrie(1beed523ba9247d886c92a2434e57adb),Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,1032234fd8c89671d2f56b5d59c6cea0,Préparation participation P. Moscovici au dîner du Cercle de l'Industrie
inactive,,Fabien Dell,2015-05-07T23:07:31.035929,2015-06-01T01:22:46.718028,2015-03-20T00:00:00,ENGIE(3398b602418f41088f1b5c1b9a82baa7),Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,d86ffe4199d368c32bb6e5cd6ca56025,Economie Circulaire
active,,Maria Elena Scoppio,2015-05-07T23:07:30.729944,2015-09-28T01:01:19.333914,2015-04-15T00:00:00,Schweizerische Bankiervereinigung(ea922a2647b545f7ad899696035f678d),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,269e5866af60216933b46c4ab2869858,Développements récents les plus significatifs de la fiscalité au sein de l’UE
inactive,,Simon O'Connor,2015-05-07T23:07:31.174259,2015-06-01T01:22:46.915922,2015-03-05T00:00:00,ELECTRICITE DE FRANCE(0963b57e4d6f482eaf5158219efa9a21),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,0e2bb8d3de18bb2a79eaa48c5579957b,Convey the EDF Group views
inactive,,Fabien Dell,2015-05-07T23:07:31.329592,2015-06-01T01:22:47.129947,2015-03-03T00:00:00,LVMH Publica(f4adfc02d5fb4e9ca729dcd67fd56251),Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,cecec421d0512ab6b92d7f2df385c0fe,Dénaturents parfums
active,,Maria Elena Scoppio,2015-05-07T23:07:31.085433,2015-09-28T01:01:20.072312,2015-03-13T00:00:00,Fédération bancaire française(ce10804577744e94a7696d23bc09db9e),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,37173741c10e99c430f00569d6b2db98,Financial Transaction Tax (FTT)
active,,Fabien Dell,2015-05-07T23:07:31.421415,2015-09-28T01:01:20.560631,2015-03-02T00:00:00,European Pari Mutuel Association(115b76828a614a5da35850201e662d82),Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,560c9a9eb071f824cab823effaf98f4f,TVA Cheval
active,,Fabien Dell,2015-05-07T23:07:31.441155,2015-09-28T01:01:20.588129,2015-02-25T00:00:00,Stiftung Ordnungspolitik - Centrum für Europäische Politik(c2c22b1c65374606b112021d74b43f60),Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,c7053e5d3e470f8dd6a0bb8aa396d64a,Investment Plan Juncker
active,,Maria Elena Scoppio,2015-05-07T23:07:31.464530,2015-09-28T01:01:20.636481,2015-02-25T00:00:00,Studio Legale Bonelli Erede Pappalardo(34aa6c9d42984ab6a3e3ff4dcb0d7cac),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,e3254050959fc9afca8ed30f317f47df,Courtesy visit
active,,Maria Elena Scoppio,2015-05-07T23:07:31.481369,2015-09-28T01:01:20.680191,2015-02-12T00:00:00,Linklaters LLP(1c71e26271db4b45908585da3c7a1621),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,b49c25a2444bb0027e27370fe5046dff,Future of taxation at EU level
active,,Fabien Dell,2015-05-07T23:07:31.500137,2015-09-28T01:01:20.728971,2015-02-09T00:00:00,Bertelsmann SE & Co. KGaA(bdc69fb5dbb34a879a0296094ebd9c16),BERL 10/152,Cabinet members of Commissioner Pierre Moscovici,False,,07b46fb4f97dde0784eb896543915b3f,Digital Single Market
active,,Fabien Dell,2015-05-07T23:07:31.364315,2015-09-28T01:01:20.406677,2015-03-03T00:00:00,"L'Oréal(ef300129d4904e40a109a44a9743675c), LVMH Publica(f4adfc02d5fb4e9ca729dcd67fd56251)",Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,b1189fb399e07ae2262fcc7e60532110,Parfumerie fine et dénaturants
active,,Fabien Dell,2015-05-07T23:07:31.509024,2015-09-28T01:01:20.763788,2015-02-09T00:00:00,General Electric Company(495f921aa201408aba0d56c98fffeff5),BERL 10/152,Cabinet members of Commissioner Pierre Moscovici,False,,442ecc6109dc3c47b59c678da2334a9d,Preparation meeting with Cssr
active,,Maria Elena Scoppio,2015-05-07T23:07:31.520391,2015-09-28T01:01:20.796941,2015-02-09T00:00:00,Association of European Public Postal Operators(9c8deb318d4f444a88931d793aabcfaa),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,be61419a2dda566c36b0691f2c3fba47,Union Customs Code - implementing and delegated acts
active,,Maria Elena Scoppio,2015-05-07T23:07:31.528949,2015-09-28T01:01:20.826460,2015-02-06T00:00:00,Confederation of Finnish Industries EK(7a21c61e78bf4cd4bc1e44c495c11a73),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,eb7bdddf89c2fa8384a6d145b38635f4,Fight against tax evasion and tax fraud + CCCTB
active,,Maria Elena Scoppio,2015-05-07T23:07:31.539216,2015-09-28T01:01:20.862558,2015-02-05T00:00:00,General Electric Company(495f921aa201408aba0d56c98fffeff5),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,0a371c3663c73142fbf8129bf2640bae,OECD work on BEPS
active,,Maria Elena Scoppio,2015-05-07T23:07:31.601769,2015-09-28T01:01:21.015160,2015-01-28T00:00:00,Fédération des Experts comptables Européens(ea961058090c43039ae61277d7c50375),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,9ffba418999b495024d85c269b6dc4eb,Preparation of Tax Day Event
active,,Simon O'Connor,2015-05-07T23:07:31.622136,2015-09-28T01:01:21.046291,2015-01-28T00:00:00,AREVA SA(aaf4d636bdae4c839d549994afeb1c0f),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,1223fcc6ded9ed551b90b827d1c8d4a0,Presentation of company and their views on EU energy policy
inactive,,Maria Elena Scoppio,2015-05-07T23:07:31.548501,2015-07-06T16:51:00.809613,2015-02-04T00:00:00,"OXFAM INTERNATIONAL EU ADVOCACY OFFICE(d315a34ebb9c44918535d191b85d20c4), European Network on Debt and Development(e9ed7f9588124abd92ab83aa3d0384cb)",Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,ad8c328878cc4c1c95e1064f77f5e60f,Taxation issues
inactive,,Ioana Diaconescu,2015-05-07T23:07:31.569007,2015-07-06T16:51:00.875884,2015-02-04T00:00:00,UBS Group AG(65b445b144ca45d3a7d3fe0c86d4d311),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,f03a4907896dd5c452005ae3a40f293b,"Monetary and fiscal policy, growth and jobs"
active,,Olivier Bailly Maria Elena Scoppio,2015-05-07T23:07:31.630723,2015-09-28T01:01:21.076916,2015-01-23T00:00:00,Airbus Group N.V.(369f73cbcd63403cbbee3043af38b12b),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,24c3e438f2a18b28a66dfc7c99c5837c,Taxation and defence
inactive,,Maria Elena Scoppio,2015-05-07T23:07:31.611175,2015-07-06T16:51:01.033951,2015-01-28T00:00:00,Deutsche Post DHL Group(4e0307cdbc9c44e2a3ff5125c1c50367),"Brussels, Belgium",Cabinet members of Commissioner Pierre Moscovici,False,,f6555aa38da0858c6fbceff2403003bf,Union Customs Code - implementing and delegated acts
active,,Olivier Bailly,2015-05-07T23:07:31.641546,2015-09-28T01:01:21.113363,2015-01-23T00:00:00,Airbus Group N.V.(369f73cbcd63403cbbee3043af38b12b),Berlaymont Building - Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,d83ac50f657ce0e650d443abaea0a367,Meeting with Airbus to discuss Taxation issues
active,,Ioana Diaconescu,2015-05-07T23:07:31.649842,2015-09-28T01:01:21.134693,2015-01-21T00:00:00,Association for Financial Markets in Europe(b6ef67d9a37c49a6bf7421f62c479576),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,18ee7c5c6e22c010cf5bcf7ab0203a89,"Capital Markets Union, Banking Union issues: exchange of views"
inactive,,Fabien Dell,2015-05-07T23:07:31.453879,2015-06-12T00:59:40.349580,2015-02-25T00:00:00,Fédération Française des Télécoms(cfd4410dca1549149f1346bb3d11aa39),Bruxelles,Cabinet members of Commissioner Pierre Moscovici,False,,e76e7816aab015043a523086e9804f42,DSM
active,,Ioana Diaconescu,2015-05-07T23:07:31.660781,2015-09-28T01:01:21.175939,2015-01-20T00:00:00,Euronext(2bca649c295f4232a7b1fcd8a9171e50),Brussels,Cabinet members of Commissioner Pierre Moscovici,False,,accbad1024a3ffcbf77ded629d13d7fc,Capital Markets Union initiatives
active,,Reinhard Felke,2015-05-07T23:07:31.670318,2015-09-28T01:01:21.209918,2015-01-16T00:00:00,European Policy Centre(af2c3460b4334753b09e09445dff2a1e),BERL 10/180,Cabinet members of Commissioner Pierre Moscovici,False,,1ec776e1a284da0548b4e81270787370,Exchange of views on future of the EU
