name,id,voted,votes,percent,active
"Anneli JÄÄTTEENMÄKI",28314,239,285,83.86,True
"James NICHOLSON",1318,239,285,83.86,True
"Elissavet VOZEMBERG",125065,239,285,83.86,True
"Birgit COLLIN-LANGEN",112788,238,285,83.51,True
"Angel DZHAMBAZKI",124873,238,285,83.51,True
"Renaud MUSELIER",124729,238,285,83.51,True
"Ulrike MÜLLER",124862,238,285,83.51,True
"Birgit SIPPEL",96932,238,285,83.51,True
"Ulla TØRNÆS",124880,238,285,83.51,True
"Beatrix von STORCH",124825,238,285,83.51,True
"David CAMPBELL BANNERMAN",96912,237,285,83.16,True
"Claudiu Ciprian TĂNĂSESCU",96847,237,285,83.16,True
"David COBURN",124967,236,285,82.81,True
"Josep-Maria TERRICABRAS",124932,236,285,82.81,True
"Max ANDERSSON",124994,235,285,82.46,True
"Lynn BOYLAN",124984,235,285,82.46,True
"Curzio MALTESE",125192,235,285,82.46,True
"Jordi SEBASTIÀ",125053,235,285,82.46,True
"Nicolas BAY",124760,234,285,82.11,True
"Miapetra KUMPULA-NATRI",124735,234,285,82.11,True
"Emmanuel MAUREL",24505,234,285,82.11,True
"Helga TRÜPEL",28240,234,285,82.11,True
"Igor ŠOLTES",125003,234,285,82.11,True
"Ian DUNCAN",124960,233,285,81.75,True
"Béla KOVÁCS",102887,233,285,81.75,True
"Ryszard Antoni LEGUTKO",96796,233,285,81.75,True
"Peter LIESE",1927,233,285,81.75,True
"Michèle RIVASI",96743,233,285,81.75,True
"Mark DEMESMAEKER",117477,232,285,81.40,True
"Gunnar HÖKMARK",28124,232,285,81.40,True
"Yannick JADOT",96740,232,285,81.40,True
"Diane JAMES",124939,232,285,81.40,True
"Barbara SPINELLI",124810,232,285,81.40,True
"Ulrike TREBESIUS",124829,232,285,81.40,True
"Bodil CEBALLOS",124993,231,285,81.05,True
"Mircea DIACONU",124805,231,285,81.05,True
"Monika FLAŠÍKOVÁ BEŇOVÁ",23868,231,285,81.05,True
"Hans-Olaf HENKEL",124823,231,285,81.05,True
"Joëlle MÉLIN",124765,231,285,81.05,True
"Catherine STIHLER",4545,231,285,81.05,True
"Paolo DE CASTRO",96891,230,285,80.70,True
"Juan Carlos GIRAUTA VIDAL",125052,230,285,80.70,True
"Agnieszka KOZŁOWSKA-RAJEWICZ",124889,230,285,80.70,True
"Bernd LANGE",1909,230,285,80.70,True
"Konstantinos PAPADAKIS",125093,230,285,80.70,True
"Wim van de CAMP",96754,230,285,80.70,True
"Guillaume BALAS",124744,229,285,80.35,True
"Jane COLLINS",124955,229,285,80.35,True
"Andi CRISTEA",40224,229,285,80.35,True
"Barbara KAPPEL",125024,229,285,80.35,True
"Kashetu KYENGE",124801,229,285,80.35,True
"Miltiadis KYRKOS",125113,229,285,80.35,True
"Younous OMARJEE",30482,229,285,80.35,True
"István UJHELYI",124705,229,285,80.35,True
"Reinhard BÜTIKOFER",96739,228,285,80.00,True
"Takis HADJIGEORGIOU",96907,228,285,80.00,True
"Ian HUDGHTON",2338,228,285,80.00,True
"Eva PAUNOVA",98341,228,285,80.00,True
"Enrique CALVET CHAMBON",129407,111,139,79.86,True
"Inés AYALA SENDER",28292,227,285,79.65,True
"Mireille D'ORNANO",124750,227,285,79.65,True
"Jill EVANS",4550,227,285,79.65,True
"Maria GRAPINI",124785,227,285,79.65,True
"Jean-François JALKH",124770,227,285,79.65,True
"Dan NICA",124784,227,285,79.65,True
"Joachim STARBATTY",124827,227,285,79.65,True
"Csaba MOLNÁR",124722,226,285,79.30,True
"David CASA",28122,225,285,78.95,True
"Viorica DĂNCILĂ",95281,225,285,78.95,True
"Bill ETHERIDGE",124951,225,285,78.95,True
"Eleni THEOCHAROUS",25704,225,285,78.95,True
"Theodoros ZAGORAKIS",125067,225,285,78.95,True
"Nedzhmi ALI",34250,224,285,78.60,True
"Christian EHLER",28226,224,285,78.60,True
"Sven GIEGOLD",96730,224,285,78.60,True
"Marian HARKIN",28116,224,285,78.60,True
"Josu JUARISTI ABAUNZ",125051,224,285,78.60,True
"Georgios KYRTSOS",125063,224,285,78.60,True
"Ilhan KYUCHYUK",124866,224,285,78.60,True
"József NAGY",124926,224,285,78.60,True
"Florian PHILIPPOT",110977,224,285,78.60,True
"Alyn SMITH",28508,224,285,78.60,True
"Richard SULÍK",124928,224,285,78.60,True
"Tadeusz ZWIEFKA",28301,224,285,78.60,True
"Johannes Cornelis van BAALEN",96937,224,285,78.60,True
"Rainer WIELAND",2323,223,285,78.25,True
"Pablo ZALBA BIDEGAIN",96763,223,285,78.25,True
"Marina ALBIOL GUZMÁN",125048,222,285,77.89,True
"Kostadinka KUNEVA",125092,222,285,77.89,True
"Keith TAYLOR",102931,222,285,77.89,True
"Ramon TREMOSA i BALCELLS",97203,222,285,77.89,True
"Axel VOSS",96761,222,285,77.89,True
"Eva KAILI",125109,221,285,77.54,True
"António MARINHO E PINTO",124742,221,285,77.54,True
"Alojz PETERLE",23693,221,285,77.54,True
"Kostas CHRYSOGONOS",125061,220,285,77.19,True
"Knut FLECKENSTEIN",96840,219,285,76.84,True
"Udo BULLMANN",4267,218,285,76.49,True
"Emmanouil GLEZOS",1654,218,285,76.49,True
"Iveta GRIGULE",124745,218,285,76.49,True
"Jo LEINEN",4262,218,285,76.49,True
"Maria João RODRIGUES",124737,218,285,76.49,True
"Tamás DEUTSCH",96826,216,285,75.79,True
"Claude TURMES",4432,216,285,75.79,True
"Elena VALENCIANO",4334,216,285,75.79,True
"Janusz WOJCIECHOWSKI",23784,216,285,75.79,True
"Nessa CHILDERS",96603,215,285,75.44,True
"Valentinas MAZURONIS",124768,215,285,75.44,True
"Ricardo SERRÃO SANTOS",124741,215,285,75.44,True
"Traian UNGUREANU",96835,215,285,75.44,True
"Ángela VALLINA",125050,214,285,75.09,True
"Nikos ANDROULAKIS",125110,213,285,74.74,True
"Eduard-Raul HELLVIG",37448,213,285,74.74,True
"Georgios KATROUGKALOS",125062,213,285,74.74,True
"Viviane REDING",1185,213,285,74.74,True
"Matteo SALVINI",28404,213,285,74.74,True
"Róża Gräfin von THUN UND HOHENSTEIN",96776,213,285,74.74,True
"Jan Philipp ALBRECHT",96736,212,285,74.39,True
"Martina MICHELS",120478,212,285,74.39,True
"Alberto CIRIO",124772,211,285,74.04,True
"Antonio LÓPEZ-ISTÚRIZ WHITE",28399,211,285,74.04,True
"Anthea McINTYRE",111011,211,285,74.04,True
"Diane DODDS",96951,210,285,73.68,True
"Philippe LOISEAU",125684,210,285,73.68,True
"David-Maria SASSOLI",96864,210,285,73.68,True
"Steven WOOLFE",124966,210,285,73.68,True
"Santiago FISAS AYXELÀ",96729,209,285,73.33,True
"Hans JANSEN",125029,209,285,73.33,True
"David BORRELLI",124796,208,285,72.98,True
"Constanze KREHL",1854,208,285,72.98,True
"Zigmantas BALČYTIS",96680,206,285,72.28,True
"Tomislav DONCHEV",124843,101,140,72.14,False
"Maria ARENA",124936,205,285,71.93,True
"Gianni PITTELLA",4436,205,285,71.93,True
"Marielle de SARNEZ",4335,205,285,71.93,True
"Laura FERRARA",124833,203,285,71.23,True
"Susanne MELIOR",124838,203,285,71.23,True
"László TŐKÉS",39726,203,285,71.23,True
"Giorgos GRAMMATIKAKIS",125112,202,285,70.88,True
"Lars ADAKTUSSON",124990,201,285,70.53,True
"Werner KUHN",96767,201,285,70.53,True
"Renato SORU",124860,201,285,70.53,True
"Georgi PIRINSKI",124855,200,285,70.18,True
"Tania GONZÁLEZ PEÑAS",127330,172,246,69.92,True
"Aymeric CHAUPRADE",124752,198,285,69.47,True
"Antanas GUOGA",124763,198,285,69.47,True
"Pilar del CASTILLO VERA",28390,196,285,68.77,True
"Jytte GUTELAND",124991,193,285,67.72,True
"Michel DANTIN",97296,191,285,67.02,True
"Liadh NÍ RIADA",124987,191,285,67.02,True
"Guy VERHOFSTADT",97058,191,285,67.02,True
"Janice ATKINSON",124938,190,285,66.67,True
"Costas MAVRIDES",124691,190,285,66.67,True
"Philippe LAMBERTS",96648,189,285,66.32,True
"Manfred WEBER",28229,189,285,66.32,True
"Juan Fernando LÓPEZ AGUILAR",96812,188,285,65.96,True
"Valdemar TOMAŠEVSKI",96697,188,285,65.96,True
"Sajjad KARIM",28481,186,285,65.26,True
"Alessandra MORETTI",124799,185,285,64.91,True
"Jaromír ŠTĚTINA",124702,184,285,64.56,True
"Godelieve QUISTHOUDT-ROWOHL",1055,183,285,64.21,True
"Jacek SARYUSZ-WOLSKI",28297,183,285,64.21,True
"Ramona Nicole MĂNESCU",39717,182,285,63.86,True
"Javier NART",125005,181,285,63.51,True
"Anna HEDH",28131,180,285,63.16,True
"William (The Earl of) DARTMOUTH",96958,177,285,62.11,True
"Mike HOOKEM",124957,176,285,61.75,True
"Valdis DOMBROVSKIS",28618,86,140,61.43,False
"Olli REHN",2119,175,285,61.40,True
"Milan ZVER",96933,175,285,61.40,True
"Geoffrey VAN ORDEN",4513,174,285,61.05,True
"Andrus ANSIP",124696,85,140,60.71,False
"Miguel ARIAS CAÑETE",1351,85,140,60.71,False
"Antonio TAJANI",2187,173,285,60.70,True
"Elmar BROK",1263,172,285,60.35,True
"Gerard BATTEN",28497,171,285,60.00,True
"Sergei STANISHEV",124852,171,285,60.00,True
"Nirj DEVA",4556,170,285,59.65,True
"Jens ROHDE",96710,170,285,59.65,True
"Corina CREȚU",33997,83,140,59.29,False
"Sergio Gaetano COFFERATI",96915,168,285,58.95,True
"Timothy KIRKHOPE",4542,166,285,58.25,True
"Paul NUTTALL",96805,166,285,58.25,True
"Andrea COZZOLINO",96880,162,285,56.84,True
"Karl-Heinz FLORENZ",1038,159,285,55.79,True
"Jean-Marie LE PEN",1023,155,285,54.39,True
"Monica MACOVEI",96824,155,285,54.39,True
"Annemie NEYTS-UYTTEBROECK",1946,153,285,53.68,False
"Isabella LÖVIN",96675,44,82,53.66,False
"Renate SOMMER",4282,152,285,53.33,True
"Paavo VÄYRYNEN",2128,150,285,52.63,True
"Nils TORVALDS",114268,146,285,51.23,True
"Lorenzo CESA",28451,145,285,50.88,True
"Raffaele FITTO",4465,143,285,50.18,True
"Stanisław ŻÓŁTEK",124902,143,285,50.18,True
"Raymond FINCH",124941,142,285,49.82,True
"Inese VAIDERE",28617,142,285,49.82,True
"Lefteris CHRISTOFOROU",26837,140,285,49.12,True
"Miloslav RANSDORF",23706,138,285,48.42,True
"Viktor USPASKICH",96698,138,285,48.42,True
"Johan VAN OVERTVELDT",125106,39,82,47.56,False
"Andrey NOVAKOV",107212,65,139,46.76,True
"Giovanni TOTI",124764,131,285,45.96,True
"Louise BOURS",124964,127,285,44.56,True
"Christofer FJELLNER",28126,124,285,43.51,True
"Martin SONNEBORN",124834,110,285,38.60,True
"Aldo PATRICIELLO",36392,105,285,36.84,True
"Nigel FARAGE",4525,104,285,36.49,True
"Daciana Octavia SÂRBU",33989,102,285,35.79,True
"Christos STYLIANIDES",124688,50,140,35.71,False
"Marianne THYSSEN",1832,47,140,33.57,False
"Cristian-Silviu BUŞOI",38420,95,285,33.33,True
"Carlos ITURGAIZ",28398,92,285,32.28,True
"Cătălin Sorin IVAN",96857,77,285,27.02,True
"Nikolay BAREKOV",124871,72,285,25.26,True
"Rolandas PAKSAS",96694,66,285,23.16,True
"Anna Maria CORAZZA BILDT",96674,65,285,22.81,True
"Louis IDE",125108,53,272,19.49,False
"Cláudia MONTEIRO DE AGUIAR",124734,37,285,12.98,True
"Luke Ming FLANAGAN",124985,36,285,12.63,True
"Martin SCHULZ",1911,11,285,3.86,True
"Philip BRADBOURN",4540,1,285,0.35,True
"Brian CROWLEY",2109,0,285,0.00,True
"Thomas HÄNDEL",96851,0,285,0.00,True
